UNIVERSAL MEDICAL FINANCIAL AND TECHNICAL ADVISORY SERVICES,HK0000255361        ,138193,142517,0
UNIVERSAL MUSIC GROUP NV,NL0015000IY2        ,9904,409468,0
UNIVERSAL STORE HOLDINGS LIMITED ORD FULLY PAID DEFERRED SETTLEMENT,AU0000113565        ,285424,2448941,0
UNUMPROVIDENT CORPORATION,US91529Y1064        ,4767,562253,0
UPM KYMMENE CORP,FI0009005987        ,6422,285246,0
UPWORK INC,US91688F1049        ,3535,93358,0
URBAN OUTFITTERS INC,US9170471026        ,9979,884490,0
US FOODS HOLDING CORP,US9120081099        ,93260,10161271,0.0002
VAIL RESORTS INC,US91879Q1094        ,878,265730,0
VALEO SA,FR0013176526        ,5606,87303,0
VALERO ENERGY CORP,US91913Y1001        ,12916,2557275,0
VALLOUREC SA,FR0013506730        ,8740,240009,0
VALVOLINE INC,US92047W1018        ,2760,161298,0
VARUN BEVERAGES LIMITED,INE200M01039        ,113760,1370284,0
VAT GROUP AG,CH0311864901        ,407,248485,0
VATTI CORP ORD SHS A,CNE000001KY3        ,530435,861497,0
VAULT MINERALS LIMITED ORDINARY FULLY PAID,AU0000355588        ,1545703,510082,0
VAXCYTE INC,US92243G1085        ,70380,9305160,0.0002
VEEVA SYSTEMS INC,US9224751084        ,1823,619067,0
VEIDEKKE ASA,NO0005806802        ,2106,42580,0
VENTIA SERVICES GROUP LIMITED,AU0000184459        ,17514,63052,0
VENTURE CORPORATION LTD,SG0531000230        ,14121,219845,0
VERACYTE INC,US92337F1075        ,1719,109964,0
VERALTO ORD SHS,US92338C1036        ,11908,1958788,0
VERISIGN INC,US92343E1029        ,11241,3757410,0.0001
VERISK ANALYTICS I COM,US92345Y1064        ,5837,2596736,0
VERTEX ORD SHS CLASS A,US92538J1060        ,1312,113084,0
VERTEX PHARMACEUTICALS INC,US92532F1003        ,28186,18332555,0.0003
VERTICALSCOPE HOLDINGS INC,CA92537Y1043        ,5896,68531,0
VERTIV HOLDINGS CO,US92537N1081        ,5807,1065497,0
VERTU MOTORS PLC,GB00B1GK4645        ,415048,496173,0
VESTAS WIND SYSTEM,DK0061539921        ,39925,878212,0
VESUVIUS PLC ORD GBP 0.00,GB00B82YXW83        ,15982,136743,0
VF CORPORATION,US9182041080        ,9801,339720,0
VIATRIS INC,US92556V1061        ,75186,1511851,0
VIAVI SOLUTIONS INC,US9255501051        ,7773,126805,0
VICTORIAS SECRET A COM USD0.01 WI,US9264001028        ,59797,4000294,0.0001
VICTORY SUPERMAKET ORD SHS,IL0011237778        ,2617,64946,0
VICTREX PLC,GB0009292243        ,3223,70159,0
VIENNA INSURANCE GROUP AG WIENER,AT0000908504        ,968,49143,0
VIJAYA DIAGNOSTIC CENTRE LTD,INE043W01024        ,40908,815602,0
VINCI SA,FR0000125486        ,157720,26309351,0.0005
VIRTU FINANCIAL INC,US9282541013        ,2107,121392,0
VISA INC - A,US92826C8394        ,330739,168823091,0.0032
VISHAL MEGA MART LTD,INE01EA01019        ,631463,1267864,0
VISTRA CORP,US92840M1027        ,13260,2952654,0.0001
VISTRY GROUP PLC,GB0001859296        ,10157,117519,0
VIVENDI SA,US92852T2015        ,4243,44753,0
VOESTALPINE AG,AT0000937503        ,2638,80859,0
VOLKSWAGEN AG,DE0007664039        ,2966,441651,0
VOLKSWAGEN AG,US9286625010        ,30545,449925,0
VOLKSWAGEN AG,US9286626000        ,80263,1206892,0
VOLUTION GROUP PLC,GB00BN3ZZ526        ,7107,80501,0
VOLVO AB,SE0000115420        ,2282,90129,0
VOLVO AB - B,SE0000115446        ,277181,10882800,0.0002
VONTIER CORP,US9288811014        ,70662,4162219,0.0001
VOYA FINANCIAL INC,US9290891004        ,2526,280840,0
VTECH HOLDINGS LTD,BMG9400S1329        ,4239,46540,0
VULCABRAS SA,BRVULCACNOR2        ,169218,687042,0
VULCAN MATERIALS CO,US9291601097        ,5564,2311807,0
VULCAN STEEL LIMITED ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000181984        ,142331,960737,0
WABTEC CORP,US9297401088        ,7513,2300411,0
WACOM CO LTD,JP3993400005        ,3523,26247,0
WALGREENS BOOTS AL COM,US9314271084        ,74426,1121531,0
WALLENIUS WILHELMS NOK0.52,NO0010571680        ,2568,34142,0
WALMART INC,US9311421039        ,467661,68243890,0.0013
WANGNENG ENVIRONMENT CO LTD,CNE000001KW7        ,20977,71945,0
WARNER BROS DISCOVERY INC,US9344231041        ,111107,1896788,0
WARTSILA OYJ,FI0009003727        ,7182,205520,0
WASTE CONNECTIONS COM NPV,CA94106B1013        ,3080,853623,0
WASTE MANAGEMENT INC COM,US94106L1098        ,13248,4317753,0.0001
WATCHES OF SWITZERLAND GROUP PLC,GB00BJDQQ870        ,7873,89101,0
WATERS CORPORATION,US9418481035        ,3017,1807451,0
WATSCO INC,US9426222009        ,440,336805,0
WAYFAIR INC,US94419L1017        ,4994,357501,0
WEAVE COMMUNICATIONS INC,US94724R1086        ,32394,832929,0
WEB TRAVEL GROUP LIMITED ORDINARY FULLY PAID,AU000000WEB7        ,111154,510196,0
WEBJET GROUP LTD,AU0000350118        ,28614,24894,0
WEG SA,BRWEGEACNOR0        ,385224,5314555,0.0001
WEG SA SPONSORED ADR,US94858P2092        ,3739,56155,0
WEICHAI POWER CO LTD,CNE1000004L9        ,321357,793782,0
WELLS FARGO & COMPANY,US9497461015        ,1008831,114447688,0.0022
WENDYS COMPANY COM CLASS A,US95058W1009        ,4355,114654,0
WESFARMERS LIMITED,AU000000WES1        ,3548637,253833998,0.0048
WEST AFRICAN RESOURCES LTD,AU000000WAF6        ,181501,260454,0
WEST FRASER TIMBER CO,CA9528451052        ,629,87928,0
WEST JAPAN RAILWAY NPV,JP3659000008        ,5029,144559,0
WEST PHARMACEUTICAL SERVICES,US9553061055        ,3655,1933620,0
WESTERN DIGITAL CORP,US9581021055        ,40266,3878040,0.0001
WESTGOLD RESOURCES LIMITED,AU000000WGX6        ,195064,552032,0
WESTLAKE CORP,US9604131022        ,440,81485,0
WESTPAC BANKING CORPORATION CAP NOTE 3-BBSW+2.90% PERP NON-CUM RED T-09-29,AU0000172470        ,1188844,123913249,0.0023
WESTPAC BANKING CORPORATION,AU0000306557        ,592,62507,0
WESTPAC BANKING CORPORATION,AU000000WBC1        ,10015138,323689247,0.0061
WESTPAC BANKING CORPORATION CAP NOTE 3-BBSW+3.40% PERP NON-CUM RED T-09-28,AU0000229452        ,1260148,132680991,0.0025
WESTPAC BANKING CORPORATION CAP NOTE 3-BBSW+3.20% PERP NON-CUM RED T-09-25,AU0000000564        ,151502,15378952,0.0003
WESTPAC BANKING CORPORATION CAP NOTE 3-BBSW+3.40% PERP NON-CUM RED T-03-27,AU0000114837        ,215701,22460766,0.0004
WH GROUP LTD,KYG960071028        ,94924,118617,0
WHEATON PRECIOUS METALS,CA9628791027        ,5469,496942,0
WHITBREAD PLC,GB00B1KJJ408        ,2102,125270,0
WIENERBERGER AG,AT0000831706        ,11768,527050,0
WILL GROUP INC,JP3154160000        ,5356,55538,0
WILLIAMS SONOMA ORD SHS,US9699041011        ,1509,451241,0
WILLIS TOWERS WATSON,IE00BDB6Q211        ,4535,2294489,0
WILMAR INTERNATIONAL LTD,SG1T56930848        ,21877,80291,0
WINGSTOP INC,US9741551033        ,2660,1221119,0
WISE CL A ORD SHS,GB00BL9YR756        ,9292,200358,0
WISETECH GLOBAL LIMITED ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU000000WTC3        ,190388,23048335,0.0004
WIX COM LTD,IL0011301780        ,4363,1511737,0
WIZZ AIR HOLDINGS PLC,JE00BN574F90        ,2509,73039,0
WK KELLOGG ORD SHS,US92942W1071        ,16678,484603,0
WM TECHNOLOGY INC,US92971A1097        ,34979,77963,0
WOLTERS KLUWER,NL0000395903        ,3427,919345,0
WOLVERINE WORLD WIDE INC,US9780971035        ,1876,67255,0
WOODSIDE ENERGY GROUP LTD ORDINARY FULLY PAID,AU0000224040        ,1066474,26235260,0.0005
WOODWARD INC,US9807451037        ,2936,789040,0
WOOLWORTHS GROUP LIMITED ORDINARY FULLY PAID,AU000000WOW2        ,4010259,122272787,0.0023
WOORI TECHNOLOGY INVESTMENT ORD SHS,KR7041190000        ,26243,199239,0
WORKDAY INC,US98138H1014        ,22813,9507102,0.0002
WORKIVA INC,US98139A1051        ,1136,200898,0
WORLD CO LTD,JP3990210001        ,55887,1445621,0
WORLEY LIMITED,AU000000WOR2        ,533400,7307581,0.0001
WPP PLC,JE00B8KF9B49        ,12977,217187,0
WR BERKLEY ORD SHS,US0844231029        ,76276,7209394,0.0001
WSP GLOBAL INC,CA92938W2022        ,1572,446453,0
WUXI RURAL COMMERCIAL BANKA,CNE1000030K6        ,414789,542426,0
WYNDHAM HOTELS R COM USD,US98311A1051        ,2012,327507,0
WYNN RESORTS LTD,US9831341071        ,7792,1084313,0
XEBIO CO LTD,JP3428800001        ,22868,268621,0
XENON PHARMACEUTICALS INC,CA98420N1050        ,106093,6717020,0.0001
XERO LIMITED ORDINARY FULLY PAID,NZXROE0001S2        ,192213,32399343,0.0006
XIAMEN BANK CO LTD,CNE100004HT2        ,2075363,2589995,0
XIAMEN XIANGYU CO LTD,CNE000000QN5        ,302611,434565,0
XIAOMI CORP,KYG9830T1067        ,1348619,9674001,0.0002
XINGTONG SHIPPING CO LTD A,CNE1000059M1        ,71012,251092,0
XINYI GLASS HOLDINGS CO LTD,KYG9828G1082        ,38512,63178,0
XP INC,KYG982391099        ,117368,2246331,0
XP INC BDR EACH 1 REP 1 COM A,BRXPBRBDR001        ,43141,826830,0
XPS PENSIONS GROUP PLC,GB00BDDN1T20        ,7678,52961,0
XTB ORD SHS,PLXTRDM00011        ,79030,2175473,0
XYLEM INC COM,US98419M1009        ,11048,2070268,0
Y MABS THERAPEUTIC COM,US9842411095        ,169628,2145173,0
YAKULT HONSHA,JP3931600005        ,99542,3055656,0.0001
YAMADA DENKI CO,JP3939000000        ,18271,85077,0
YAMAHA CORP JPY50,JP3942600002        ,100075,1161646,0
YAMAHA MOTOR CO,JP3942800008        ,11127,160604,0
YAMATO HOLDINGS CO LTD,JP3940000007        ,14867,270897,0
YAMAZAKI BAKING JP50,JP3935600001        ,3403,102952,0
YANGTZE OPTICAL FIBRE AND CABLE JOINT STOCK CO LTD,CNE100001T72        ,51286,130306,0
YANGZIJIANG SHIPBUILDING NPV,SG1U76934819        ,38410,135968,0
YARA INTERNATIONAL ASA,NO0010208051        ,1887,80699,0
YASKAWA ELECTRIC CORP,JP3932000007        ,4086,170785,0
YD MORE INVESTMENTS LTD,IL0011414641        ,9152,60447,0
YEAHKA LTD,KYG9835C1087        ,31125,79600,0
YELP INC,US9858171054        ,9383,586512,0
YOKOGAWA ELECTRIC JPY,JP3955000009        ,2577,90005,0
YONGAN FUTURES CO LTD A,CNE100005D50        ,236571,690450,0
YOUNGONE CORPORATION,KR7009970005        ,12145,1108616,0
YUE YUEN INDUSTRIAL HOLDINGS,BMG988031446        ,20749,75065,0
YUM! BRANDS INC,US9884981013        ,11775,2551358,0
ZAI LAB LTD,US98887Q1040        ,62368,2638146,0
ZALANDO SE NPV,DE000ZAL1111        ,2555,138428,0
ZEALAND PHARMA A S,DK0060257814        ,65713,10544781,0.0002
ZEBRA TECHNOLOGIES CORP,US9892071054        ,6560,4092054,0.0001
ZENSHO HOLDINGS CO LTD,JP3429300001        ,1446,133196,0
ZETA GLOBAL HOLDINGS CORP,US98956A1051        ,105952,3078549,0.0001
ZHEJIANG CFMOTO POWER ORD SHS A,CNE100002W84        ,32899,1143415,0
ZHEJIANG DAILY MEDIA GROUP CO LTD,CNE0000007X9        ,76347,176706,0
ZHEJIANG DINGLI MACHINERY CO LTD,CNE1000023M7        ,236464,3375860,0.0001
ZHEJIANG HAILIANG CO A,CNE1000008X5        ,197816,470540,0
ZHEJIANG SHAOXING RUIFENG RURAL COMMERCIAL BANK CO LTD,CNE1000050Z2        ,682974,850822,0
ZHONGHONG PULIN MEDICAL PRODUCTS CO LTD,CNE100004KR0        ,77951,221814,0
ZIFF DAVIS INC,US48123V1026        ,2887,253343,0
ZIJIN MINING GROUP CO LTD,CNE100000502        ,12127,35652,0
ZIJIN MINING GROUP ORDINARY SHARES,CNE100000B24        ,1124652,3762668,0.0001
ZIM INTEGRATED SHIPPING LTD,IL0065100930        ,53296,1848135,0
ZIMMER BIOMET HOLDINGS INC,US98956P1021        ,10589,1806496,0
ZIONS BANCORPORATION,US9897011071        ,27451,2405216,0
ZIP CO LIMITED ORDINARY FULLY PAID,AU0000218307        ,800265,2368785,0
ZOETIS INC,US98978V1035        ,31698,8341255,0.0002
ZOMATO LTD,INE758T01015        ,921631,4834378,0.0001
ZOOM VIDEO COMMUNICATIONS INC,US98980L1017        ,3587,472788,0
ZOZO INC,JP3399310006        ,2137,107565,0
ZSCALER INC,US98980G1022        ,1132,329713,0
ZURICH FINANCIAL SERVICES,CH0011075394        ,2096,2012982,0
TOTAL,,,25453454358,0.4818
UNLISTED EQUITY,,,,
Held directly or by associated entity or by PSTs,,,,
Internally managed,,,,
Name/kind of investment item,,% OWNERSHIP ,VALUE (AUD),WEIGHTING (%)
AIR LIQUIDE PRIME FIDELITE,,,,
AMBERSIDE LP,,0.29,,
ASTARTE SILVIPAR 2 LP,,0.066,,
ASTARTE SPECIAL OPPORTUNITIES PLATFORM,,0.518,,
AVZ MINERALS LTD,,,,
LEICHHARDT COAL,,0.49,,
LENDI,,,,
PARTNERS GROUP WANGAL LP,,0.99,,
PAX LABS INC,,,,
TELUS CORP NON-CANADIAN,,,,
TESS UNISUPER INTERNATIONAL CREDIT TRUST,,,,
FITZWALTER CAPITAL PARTNERS II LP,,0.264,,
VANTAGE TOWERS,,0.05,,
PRP DIAGNOSTIC IMAGING,,0.315,,
GB DEUTSCHKAND FUND,,,,
GLOBAL ENVIRONMENT EMERGING MARKETS FUND III,,,,
APAX EUROPE VII SIDE CAR 2,,,,
VICROADS,,0.038,,
TOTAL,,,744043245,0.0141
UNLISTED EQUITY,,,,
Investment in non associated entities,,,,
Held directly or by associated entity or by PSTs,,,,
Externally Managed,,,,
Name of Fund Manager,,,VALUE (AUD),WEIGHTING (%)
MANULIFE INVESTMENT MANAGEMENT,,,2535145,0
IFM INVESTORS PTY LIMITED,,,116526898,0.0022
LENNOX CAPITAL PARTNERS PTY LTD,,,479407,0
PENDAL FUND SERVICES LIMITED,,,294990179,0.0056
PERENNIAL,,,68445090,0.0013
QUEST ASSET PARTNERS PTY LTD,,,46,0
REGAL FUNDS MANAGEMENT PTY LTD,,,61365709,0.0012
T. ROWE PRICE AUSTRALIA LIMITED,,,2744765,0.0001
TOTAL,,,547087239,0.0104
LISTED PROPERTY,,,,
Name/kind of investment item,SECURITY IDENTIFIER,UNITS HELD,VALUE (AUD),WEIGHTING (%)
ABACUS GROUP FULLY PAID ORDINARY/UNITS STAPLED SECURITIES,AU0000291882        ,316998,348698,0
ABACUS STORAGE KING STAPLED UNT D,AU0000286213        ,4181420,4704098,0.0001
ABRDN EUROPEAN LOGISTICS INCOME PLC,GB00BD9PXH49        ,34060,40511,0
ACADIA REALTY TRUST,US0042391096        ,10047,392044,0
ACTIVIA PROPERTIES INC,JP3047490002        ,59,198115,0
ADVANCE RESIDENCE INVESTMENT CORPORATION,JP3047160001        ,116,347147,0
AEDIFICA SA,BE0003851681        ,4123,387493,0
AEON REIT INVESTMENT CORP,JP3047650001        ,153,198830,0
AEW UK REIT PLC,GB00BWD24154        ,11881,24129,0
AGREE REALTY CORP,US0084921008        ,9217,1048799,0
AIMS APAC REIT MANAGEMENT LTD,SG2D63974620        ,58037,85890,0
ALEXANDER AND BALDWI,US0144911049        ,6421,183988,0
ALEXANDRIA REAL ESTATE EQUITIES,US0152711091        ,24257,3821852,0.0001
ALLIED PROPERTIES REAL ESTATE INVESTMENT TRUST,CA0194561027        ,11184,215395,0
ALLREAL HOLDING AG-REG,CH0008837566        ,1262,372505,0
AMERICAN ASSETS TRUST,US0240131047        ,4209,178528,0
AMERICAN HEALTHCARE REIT ORD SHS,US3981823038        ,13027,597971,0
AMERICAN HOMES 4 RENT,US02665T3068        ,33118,2001577,0
AMERICAN TOWER REIT INC,US03027X1000        ,100960,29907313,0.0006
AMERICOLD REALTY TRUST INC,US03064D1081        ,24610,850621,0
AMOT INVESTMENTS LTD,IL0010972789        ,19531,178691,0
ANNALY CAPITAL MANAGEMENT INC,US0357108390        ,8361,247119,0
APARTMENT INV&MGMT COM,US03748R7474        ,12222,179431,0
APPLE HOSPITALITY REIT INC,US03784Y2000        ,19602,485981,0
ARENA REIT ORDINARY UNITS FULLY PAID,AU000000ARF6        ,118194,459776,0
ARGAN SA,FR0010481960        ,1093,110643,0
ARGOSY PROPERTY LIMITED,NZARGE0010S7        ,72198,65330,0
ARMADA HOFFLER PROPERTIES INC,US04208T1088        ,5930,97977,0
AROUNDTOWN SA,LU1673108939        ,59169,289057,0
ASCENCIO SCA,BE0003856730        ,468,36954,0
ASCENDAS REAL ESTATE INVESTMENT TRUST,SG1M77906915        ,351254,1068761,0
ASSURA PROPERTIES PLC,GB00BVGBWW93        ,358216,277808,0
ATRIUM LJUNGBERG AB,SE0000191827        ,3856,111713,0
AVALONBAY COMMUNITIES INC,US0534841012        ,18577,6600155,0.0001
AZRIELI GROUP,IL0011194789        ,3548,473266,0
BARWA REAL ESTATE CO QSC,QA000A0KD6J5        ,30349,38099,0
BIG YELLOW GROUP PLC,GB0002869419        ,22361,434222,0
BOARDWALK REAL ESTATE INVESTMENT TRUST,CA0966311064        ,3533,254942,0
BRANDYWINE REALTY TRUST,US1053682035        ,14984,135525,0
BRIGADE ENTERPRISES LTD,INE791I01019        ,15664,367314,0
BRITISH LAND CO GBP,GB0001367019        ,87366,636904,0
BRIXMOR PROPERTY GROUP INC,US11120U1051        ,41669,1873623,0
BROADSTONE NET LEA COM,US11135E2037        ,16192,414767,0
BWP TRUST ORD,AU000000BWP3        ,306014,1003727,0
BXP INC,US1011211018        ,24078,2891731,0.0001
CA IMMOBILIEN ANLAGEN AG,AT0000641352        ,2983,116332,0
CAMDEN PROPERTY TRUST,US1331311027        ,16254,3046358,0.0001
CANADIAN APARTMENT PROPERTIES REITS,CA1349211054        ,15226,728913,0
CAPITALAND ASCOTT TRUST,SGXC16332337        ,214755,221202,0
CAPITALAND INTEGRATED COMMERCIAL,SG1M51904654        ,528324,1207213,0
CAPITALAND INVE NPV,SGXE62145532        ,228122,707610,0
CARE PROPERTY INVEST NV,BE0974273055        ,3201,61141,0
CARE REIT PLC,GB00BYXVMJ03        ,26936,44297,0
CARETRUST REIT INC,US14174T1079        ,19326,844339,0
CARMILA SA,FR0010828137        ,5048,135251,0
CASTELLUM AB,SE0000379190        ,37002,652017,0
CATENA AB,SE0001664707        ,3178,219739,0
CBRE GROUP INC CLASS A,US12504L1098        ,12699,2692804,0.0001
CDL HOSPITALITY TRUSTS,SG1T66931158        ,75214,76581,0
CENTERSPACE COM NPV,US15202L1070        ,1312,140168,0
CENTURIA CAPITAL LTD,AU000000CNI5        ,171729,304820,0
CENTURIA INDUSTRIAL REIT ORDINARY UNITS FULLY PAID,AU000000CIP0        ,63225,178295,0
CENTURIA OFFICE REIT ORDINARY UNITS FULLY PAID,AU0000077893        ,40171,44189,0
CHAMPION REIT,HK2778034606        ,170521,61337,0
CHARTER HALL GROUP,AU000000CHC0        ,5687670,81618065,0.0015
CHARTER HALL LONG WALE REIT STAPLED SECURITIES,AU000000CLW0        ,148518,555456,0
CHARTER HALL RETAIL-REIT,AU000000CQR9        ,800169,2520532,0
CHARTER HALL SOCIAL INFRASTRUCTURE REIT UNITS FULLY PAID,AU0000030645        ,29424,75620,0
CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST,CA17039A1066        ,23933,358812,0
CIBUS NORDIC REAL ESTATE AB PUBL,SE0010832204        ,4925,126844,0
CITYCON OYJ NPV,FI4000369947        ,8067,43418,0
CK ASSET HOLDINGS HK,KYG2177B1014        ,22002,145934,0
CLS HLDGS ORD,GB00BF044593        ,13695,21469,0
COFINIMMO,BE0003593044        ,3188,296417,0
COMFORIA RESIDENTIAL REIT INC,JP3047540004        ,60,171108,0
COMPASS INC  CLASS A,US20464U1007        ,192850,1822134,0
COPT DEFENCE PROPERTIES,US22002T1088        ,12410,620344,0
COREM PROPERTY GRP SER`B`NPV,SE0010714287        ,44372,43392,0
COSTAR GROUP INC COM,US22160N1090        ,18221,2106795,0
COUSINS PROPERTIES INC,US2227955026        ,13122,649394,0
COVIVIO,FR0000064578        ,5128,418174,0
CRE LOGISTICS REIT INC,JP3048680007        ,53,74676,0
CROMBIE REAL STATE,CA2271071094        ,9432,139930,0
CROMWELL PROPERTY GROUP,AU000000CMW8        ,475527,180700,0
CROWN CASTLE INTL CORP,US22822V1017        ,108524,15908263,0.0003
CUBESMART COM,US2296631094        ,29049,2010391,0
CURBLINE PROPERTIES ORD SHS,US23128Q1013        ,8157,305926,0
CUSHMAN AND WAKEFIELD PLC,GB00BFZ4N465        ,21851,461620,0
CUSTODIAN REIT PLC,GB00BJFLFT45        ,35159,54833,0
DAITO TRUST CONSTRUCTION COMPANY LTD,JP3486800000        ,691,124896,0
DAIWA HOUSE INDUSTRY JPY,JP3505000004        ,61358,3063303,0.0001
DAIWA HOUSE REIT I REIT,JP3046390005        ,193,460375,0
DAIWA OFFICE INVESTMENT CORPORATION,JP3046310003        ,47,138146,0
DAIWA SECURITIES LIVING INVESTMENT CORPORATION,JP3046410001        ,171,156704,0
DERWENT LONDON PLC,GB0002652740        ,13262,525505,0
DEUTSCHE EUROSHOP AG,DE0007480204        ,1682,52057,0
DEUTSCHE WOHNEN SE NPV BR,DE000A0HN5C6        ,4290,165383,0
DEXUS,AU000000DXS1        ,1187158,7906474,0.0001
DEXUS INDUSTRIA REIT ORDINARY UNITS STAPLED SECURITIES,AU0000192833        ,86425,222112,0
DIAMONDROCK HOSPITALITY COMPANY,US2527843013        ,18158,264829,0
DIGICO INFRASTRUCTURE REIT FULLY PAID ORD UNITS STAPLED SECURITY,AU0000367088        ,840150,3738666,0.0001
DIGITAL CORE REIT,SGXC50067435        ,82250,77049,0
DIGITAL REALTY TRUST INC,US2538681030        ,40397,11569966,0.0002
DIOS FASTIGHETER AB,SE0001634262        ,7580,87754,0
DOUGLAS EMMETT INC,US25960P1093        ,18210,545868,0
DREAM INDUSTRIAL REAL ESTATE INVESTMENT TRUST,CA26153W1095        ,23719,314585,0
EASTERLY GOVERNMENT PROPERTIES INC,US27616P1030        ,8388,153897,0
EASTGROUP PROPERTIES INC,US2772761019        ,4240,1099049,0
EMAAR DEVELOPMENT PJSC,AEE001901017        ,75187,452942,0
EMPIRE STATE REALTY TRUST INC,US2921041065        ,11399,189996,0
EMPIRIC STUDENT PROPERTY PLC,GB00BLWDVR75        ,75923,128235,0
ENTRA ASA,NO0010716418        ,6208,102054,0
EPR PPTYS SBI USD,US26884U1097        ,6514,465836,0
EQUINIX INC COM,US29444U7000        ,19078,29054155,0.0006
EQUITY LIFESTYLE PROPERTIES INC,US29472R1086        ,18612,2001985,0
EQUITY RESIDENTIAL,US29476L1070        ,49386,5723880,0.0001
ESR KENDALL SQUARE NPV,KR7365550003        ,10072,47020,0
ESR REIT,SG1T70931228        ,537152,162167,0
ESSENTIAL PROPERTIES REALTY TRUST INC,US29670E1073        ,15147,765250,0
ESSEX PROPERTY TRUST INC,US2971781057        ,9042,4168387,0.0001
EUROCOMMERCIAL,NL0015000K93        ,3690,136993,0
EXTRA SPACE STORAGE INC,US30225T1025        ,27334,6604544,0.0001
FABEGE AB NPV POST SPLIT,SE0011166974        ,19357,234284,0
FAR EAST HOSPITALITY TRUST REIT,SG2F08984575        ,83724,60466,0
FAST PARTNER ORD SHS CLASS A,SE0013512506        ,4477,41879,0
FASTIGHETS AB BALD SER B NPV POST SPLIT,SE0017832488        ,62946,706641,0
FEDERAL REALTY INVESTMENT TRUST,US3137451015        ,12697,2295790,0
FIRST CAP REAL EST UNIT,CA31890B1031        ,18312,348773,0
FIRST INDUSTRIAL REALTY TRUST,US32054K1034        ,11491,930378,0
FIRSTSERVICE CORP COM NPV,CA33767E2024        ,440,128679,0
FORTUNE REAL ESTATE INVESTMENT NPV,SG1O33912138        ,125049,103741,0
FOUR CORNERS PROPERTY TRUST INC,US35086T1097        ,7896,346125,0
FRASERS CENTREPOINT TRUST,SG1T60930966        ,95615,238855,0
FRASERS LOGISTICS AND COMMERCIAL TRUST,SG1CI9000006        ,250928,261431,0
FRONTIER REAL ESTATE INVESTMENT TRUST ORD SHS,JP3046200006        ,227,181552,0
FUKUOKA REIT CORP REIT,JP3046240002        ,62,92484,0
GAMING AND LEISURE PROPERTIES INC,US36467J1088        ,25833,2009365,0
GECINA,FR0010040865        ,5008,757519,0
GETTY REALTY CORPORATION,US3742971092        ,4271,207828,0
GLOBAL NET LEASE INC,US3793782018        ,17050,201022,0
GLOBAL ONE REIT ESTATE INVESTMENT CORP,JP3044520009        ,89,90653,0
GLP JREIT REIT,JP3047510007        ,401,508090,0
GODREJ PROPERTIES LTD,INE484J01027        ,14373,755565,0
GOODMAN GROUP,AU000000GMG2        ,8967093,319587198,0.0061
GOODMAN PROPERTY TRUST,NZCPTE0001S9        ,90539,164672,0
GPT GROUP,AU000000GPT8        ,7160778,31292600,0.0006
GRAINGER PLC,GB00B04V1276        ,26118,118870,0
GRAND CITY PROPERTIES SA,LU0775917882        ,5493,107938,0
GRANITE REAL ESTAT UNITS,CA3874372053        ,7169,561734,0
GREAT PORTLAND EST ORD,GB00BF5H9P87        ,42277,246288,0
GROWTHPOINT PROPERTIES AUSTRALIA,AU000000GOZ8        ,63499,151128,0
HAMBORNER REIT AG NPV (REG),DE000A3H2333        ,6381,67238,0
HAMMERSON ORD GBP 0.05,GB00BRJQ8J25        ,59312,335449,0
HANKYU HANSHIN REIT INC,JP3046320002        ,57,71651,0
HARWORTH GROUP PLC,GB00BYZJ7G42        ,7737,26604,0
HEALTHCARE AND MEDICAL INVESTMENT CORP,JP3047910009        ,30,32619,0
HEALTHCARE REALTY TRUST INC,US42226K1051        ,30509,835235,0
HEALTHCO HEALTHCARE AND WELLNESS REIT ORDINARY UNITS FULLY PAID,AU0000169302        ,36462,37192,0
HEALTHPEAK PROPERTIES INC,US42250P1030        ,103923,3402280,0.0001
HEIWA REAL ESTATE REIT,JP3046220004        ,90,110824,0
HELICAL PLC,GB00B0FYMT95        ,11335,39664,0
HENDERSON LAND DEVELOPMENT CO,HK0012000102        ,16345,80201,0
HIGHWOODS PROPERTIES INC,US4312841087        ,9033,446144,0
HOME REIT PLC,GB00BJP5HK17        ,70181,54016,0
HOMECO DAILY NEEDS REIT ORDINARY UNITS FULLY PAID DEFERRED SETTLEMENT,AU0000113136        ,6586710,7541783,0.0001
HONGKONG LAND HOLDINGS LTD,BMG4587L1090        ,101582,730096,0
HOSHINO RESORTS REIT,JP3047610005        ,52,119917,0
HOST HOTELS & RESORTS INC,US44107P1049        ,107789,3050088,0.0001
HR REAL ESTATE IN UNITS,CA4039254079        ,57416,598360,0
HUFVUDSTADEN AB-A SHS,SE0000170375        ,9558,169200,0
HULIC CO LTD,JP3360800001        ,7418,104439,0
HULIC REIT INC,JP3047660000        ,112,158672,0
HYSAN DEVELOPMENT CO,HK0014000126        ,54075,133121,0
ICADE,FR0000035081        ,2830,108767,0
ICHIGO REAL ESTATE INVESTMENT CORP,JP3046300004        ,87,71145,0
IMM GRANDE DISTRIB NPV POST SPLIT,IT0005322612        ,5918,24742,0
INDEPENDENCE REALTY TRUST INC,US45378A1060        ,19418,622227,0
INDUSTRIAL AND INFRAREIT,JP3046500009        ,201,237634,0
