PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR THE DIVERSIFIED MY SUPER OPTION  - ASSETS - 2024-12-31,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%)
LISTED EQUITY,-,-,-,-,PROSUS NV,-,PRX NA,-,,"21,334","$1,368,311",0.01%
LISTED EQUITY,-,-,-,-,"DAIWA SECURITIES GROUP, INC.",-,8601 JP,-,,"126,805","$1,365,714",0.01%
LISTED EQUITY,-,-,-,-,NAVIGATOR GLOBAL INVESTMENTS LTD.,-,NGI AU,-,,"793,716","$1,365,191",0.01%
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN US,-,,"14,662","$1,360,502",0.01%
LISTED EQUITY,-,-,-,-,"BORGWARNER, INC.",-,BWA US,-,,"26,308","$1,350,795",0.01%
LISTED EQUITY,-,-,-,-,SANKYO CO. LTD.,-,6417 JP,-,,"61,502","$1,345,006",0.01%
LISTED EQUITY,-,-,-,-,CREDIT CORP. GROUP LTD.,-,CCP AU,-,,"84,111","$1,344,931",0.01%
LISTED EQUITY,-,-,-,-,BE SEMICONDUCTOR INDUSTRIES NV,-,BESI NA,-,,"6,077","$1,344,778",0.01%
LISTED EQUITY,-,-,-,-,CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP,-,SBSP3 BZ,-,,"57,978","$1,341,444",0.01%
LISTED EQUITY,-,-,-,-,"TAKARA HOLDINGS, INC.",-,2531 JP,-,,"96,123","$1,338,533",0.01%
LISTED EQUITY,-,-,-,-,POOL CORP.,-,POOL US,-,,"2,423","$1,334,499",0.01%
LISTED EQUITY,-,-,-,-,UNI-PRESIDENT ENTERPRISES CORP.,-,1216 TT,-,,"333,770","$1,330,245",0.01%
LISTED EQUITY,-,-,-,-,STARBUCKS CORP.,-,SBUX US,-,,"9,015","$1,328,561",0.01%
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"18,085","$1,327,563",0.01%
LISTED EQUITY,-,-,-,-,"AMERIPRISE FINANCIAL, INC.",-,AMP US,-,,"1,541","$1,325,171",0.01%
LISTED EQUITY,-,-,-,-,SUN PHARMACEUTICAL INDUSTRIES LTD.,-,SUNP IN,-,,"37,234","$1,325,034",0.01%
LISTED EQUITY,-,-,-,-,MITSUBISHI ELECTRIC CORP.,-,6503 JP,-,,"47,958","$1,324,309",0.01%
LISTED EQUITY,-,-,-,-,TC ENERGY CORP.,-,TRP CN,-,,"17,591","$1,323,383",0.01%
LISTED EQUITY,-,-,-,-,SINGAPORE TELECOMMUNICATIONS LTD.,-,ST SP,-,,"360,376","$1,314,109",0.01%
LISTED EQUITY,-,-,-,-,ENEL SPA,-,ENEL IM,-,,"113,508","$1,307,211",0.01%
LISTED EQUITY,-,-,-,-,ANTA SPORTS PRODUCTS LTD.,-,2020 HK,-,,"80,713","$1,306,471",0.01%
LISTED EQUITY,-,-,-,-,ADYEN NV,-,ADYEN NA,-,,543,"$1,305,372",0.01%
LISTED EQUITY,-,-,-,-,EXPERIAN PLC,-,EXPN LN,-,,"18,714","$1,304,072",0.01%
LISTED EQUITY,-,-,-,-,VERRA MOBILITY CORP.,-,VRRM US,-,,"33,330","$1,301,656",0.01%
LISTED EQUITY,-,-,-,-,INVESTEC PLC,-,INVP LN,-,,"118,119","$1,299,773",0.01%
LISTED EQUITY,-,-,-,-,MALAYSIA AIRPORTS HOLDINGS BHD.,-,MAHB MK,-,,"339,782","$1,298,486",0.01%
LISTED EQUITY,-,-,-,-,CRODA INTERNATIONAL PLC,-,CRDA LN,-,,"18,948","$1,297,400",0.01%
LISTED EQUITY,-,-,-,-,HYUNDAI MOTOR CO.,-,005380 KS,-,,"5,566","$1,294,494",0.01%
LISTED EQUITY,-,-,-,-,NORDEA BANK ABP,-,NDA FH,-,,"73,435","$1,289,575",0.01%
LISTED EQUITY,-,-,-,-,SOUTHERN CO.,-,SO US,-,,"9,688","$1,288,125",0.01%
LISTED EQUITY,-,-,-,-,"HOWMET AEROSPACE, INC.",-,HWM US,-,,"7,271","$1,284,280",0.01%
LISTED EQUITY,-,-,-,-,"VERISIGN, INC.",-,VRSN US,-,,"3,832","$1,280,833",0.01%
LISTED EQUITY,-,-,-,-,LA FRANCAISE DES JEUX SACA,-,FDJ FP,-,,"20,565","$1,280,159",0.01%
LISTED EQUITY,-,-,-,-,"GMO PAYMENT GATEWAY, INC.",-,3769 JP,-,,"15,617","$1,279,334",0.01%
LISTED EQUITY,-,-,-,-,FLEETPARTNERS GROUP LTD.,-,FPR AU,-,,"474,317","$1,275,913",0.01%
LISTED EQUITY,-,-,-,-,DNB BANK ASA,-,DNB NO,-,,"39,182","$1,264,286",0.01%
LISTED EQUITY,-,-,-,-,GENPACT LTD.,-,G US,-,,"18,220","$1,263,898",0.01%
LISTED EQUITY,-,-,-,-,PUBLICIS GROUPE SA,-,PUB FP,-,,"7,337","$1,263,845",0.01%
LISTED EQUITY,-,-,-,-,PHILLIPS 66,-,PSX US,-,,"6,801","$1,251,486",0.01%
LISTED EQUITY,-,-,-,-,VINCI SA,-,DG FP,-,,"7,487","$1,248,973",0.01%
LISTED EQUITY,-,-,-,-,SOFTBANK GROUP CORP.,-,9984 JP,-,,"13,198","$1,245,877",0.01%
LISTED EQUITY,-,-,-,-,COLOPLAST AS,-,COLOB DC,-,,"7,063","$1,245,380",0.01%
LISTED EQUITY,-,-,-,-,"HOULIHAN LOKEY, INC.",-,HLI US,-,,"4,440","$1,245,310",0.01%
LISTED EQUITY,-,-,-,-,BUNZL PLC,-,BNZL LN,-,,"18,645","$1,243,062",0.01%
LISTED EQUITY,-,-,-,-,DAIKIN INDUSTRIES LTD.,-,6367 JP,-,,"6,427","$1,232,415",0.01%
LISTED EQUITY,-,-,-,-,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,-,LISN SW,-,,6,"$1,231,564",0.01%
LISTED EQUITY,-,-,-,-,FAST RETAILING CO. LTD.,-,9983 JP,-,,"2,211","$1,223,084",0.01%
LISTED EQUITY,-,-,-,-,TRIP.COM GROUP LTD.,-,9961 HK,-,,"10,849","$1,218,124",0.01%
LISTED EQUITY,-,-,-,-,"ROSS STORES, INC.",-,ROST US,-,,"4,980","$1,216,611",0.01%
LISTED EQUITY,-,-,-,-,AIR LIQUIDE SA,-,AI FP,-,,"4,631","$1,215,451",0.01%
LISTED EQUITY,-,-,-,-,DUKE ENERGY CORP.,-,DUK US,-,,"6,959","$1,210,908",0.01%
LISTED EQUITY,-,-,-,-,UOL GROUP LTD.,-,UOL SP,-,,"198,120","$1,210,330",0.01%
LISTED EQUITY,-,-,-,-,"HILTON WORLDWIDE HOLDINGS, INC.",-,HLT US,-,,"3,025","$1,207,422",0.01%
LISTED EQUITY,-,-,-,-,SUMITOMO CORP.,-,8053 JP,-,,"34,137","$1,202,625",0.01%
LISTED EQUITY,-,-,-,-,BAJAJ FINANCE LTD.,-,BAF IN,-,,"9,342","$1,202,489",0.01%
LISTED EQUITY,-,-,-,-,"BJ'S WHOLESALE CLUB HOLDINGS, INC.",-,BJ US,-,,"8,265","$1,192,797",0.01%
LISTED EQUITY,-,-,-,-,CREDIT AGRICOLE SA,-,ACA FP,-,,"53,649","$1,192,458",0.01%
LISTED EQUITY,-,-,-,-,FILA HOLDINGS CORP.,-,081660 KS,-,,"26,832","$1,186,353",0.01%
LISTED EQUITY,-,-,-,-,"DR HORTON, INC.",-,DHI US,-,,"5,247","$1,184,915",0.01%
LISTED EQUITY,-,-,-,-,BANK POLSKA KASA OPIEKI SA,-,PEO PW,-,,"21,853","$1,178,345",0.01%
LISTED EQUITY,-,-,-,-,VISTRA CORP.,-,VST US,-,,"5,287","$1,177,315",0.01%
LISTED EQUITY,-,-,-,-,"ETSY, INC.",-,ETSY US,-,,"13,775","$1,176,719",0.01%
LISTED EQUITY,-,-,-,-,CEMEX SAB DE CV,-,CX US,-,,"129,115","$1,176,138",0.01%
LISTED EQUITY,-,-,-,-,APPLOVIN CORP.,-,APP US,-,,"2,248","$1,175,725",0.01%
LISTED EQUITY,-,-,-,-,CHINA RESOURCES LAND LTD.,-,1109 HK,-,,"250,501","$1,174,499",0.01%
LISTED EQUITY,-,-,-,-,VIVA ENERGY GROUP LTD.,-,VEA AU,-,,"446,508","$1,174,317",0.01%
LISTED EQUITY,-,-,-,-,SKANDINAVISKA ENSKILDA BANKEN AB,-,SEBA SS,-,,"52,870","$1,170,437",0.01%
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM US,-,,"19,350","$1,163,242",0.01%
LISTED EQUITY,-,-,-,-,"MICROSTRATEGY, INC.",-,MSTR US,-,,"2,483","$1,161,423",0.01%
LISTED EQUITY,-,-,-,-,"YETI HOLDINGS, INC.",-,YETI US,-,,"18,471","$1,148,843",0.01%
LISTED EQUITY,-,-,-,-,CHRYSOS CORP. LTD.,-,C79 AU,-,,"231,056","$1,141,418",0.01%
LISTED EQUITY,-,-,-,-,REDE D'OR SAO LUIZ SA,-,RDOR3 BZ,-,,"171,740","$1,141,334",0.01%
LISTED EQUITY,-,-,-,-,COCA-COLA HBC AG,-,CCH LN,-,,"20,622","$1,139,610",0.01%
LISTED EQUITY,-,-,-,-,NASPERS LTD.,-,NPN SJ,-,,"3,186","$1,138,149",0.01%
LISTED EQUITY,-,-,-,-,AMPHENOL CORP.,-,APH US,-,,"10,136","$1,136,967",0.01%
LISTED EQUITY,-,-,-,-,GEELY AUTOMOBILE HOLDINGS LTD.,-,175 HK,-,,"367,631","$1,132,812",0.01%
LISTED EQUITY,-,-,-,-,SWEDBANK AB,-,SWEDA SS,-,,"35,477","$1,132,070",0.01%
LISTED EQUITY,-,-,-,-,SOFTBANK CORP.,-,9434 JP,-,,"553,520","$1,131,435",0.01%
LISTED EQUITY,-,-,-,-,SENDAS DISTRIBUIDORA SA,-,ASAI3 BZ,-,,"765,263","$1,126,382",0.01%
LISTED EQUITY,-,-,-,-,POWER GRID CORP. OF INDIA LTD.,-,PWGR IN,-,,"192,820","$1,122,924",0.01%
LISTED EQUITY,-,-,-,-,"MANPOWERGROUP, INC.",-,MAN US,-,,"12,019","$1,120,483",0.01%
LISTED EQUITY,-,-,-,-,ALPHA SERVICES & HOLDINGS SA,-,ALPHA GA,-,,"414,264","$1,120,317",0.01%
LISTED EQUITY,-,-,-,-,"PRUDENTIAL FINANCIAL, INC.",-,PRU US,-,,"5,847","$1,119,321",0.01%
LISTED EQUITY,-,-,-,-,PICC PROPERTY & CASUALTY CO. LTD.,-,2328 HK,-,,"438,117","$1,116,806",0.01%
LISTED EQUITY,-,-,-,-,KT CORP.,-,030200 KS,-,,"23,166","$1,114,495",0.01%
LISTED EQUITY,-,-,-,-,HCL TECHNOLOGIES LTD.,-,HCLT IN,-,,"30,679","$1,109,731",0.01%
LISTED EQUITY,-,-,-,-,SERVICE STREAM LTD.,-,SSM AU,-,,"708,538","$1,105,319",0.01%
LISTED EQUITY,-,-,-,-,VERALTO CORP.,-,VLTO US,-,,"6,698","$1,101,967",0.01%
LISTED EQUITY,-,-,-,-,"WARNER BROS DISCOVERY, INC.",-,WBD US,-,,"64,400","$1,099,429",0.01%
LISTED EQUITY,-,-,-,-,"IQVIA HOLDINGS, INC.",-,IQV US,-,,"3,463","$1,099,260",0.01%
LISTED EQUITY,-,-,-,-,"JACOBS SOLUTIONS, INC.",-,J US,-,,"5,085","$1,097,327",0.01%
LISTED EQUITY,-,-,-,-,OVERSEA-CHINESE BANKING CORP. LTD.,-,OCBC SP,-,,"55,352","$1,093,743",0.01%
LISTED EQUITY,-,-,-,-,"AGILENT TECHNOLOGIES, INC.",-,A US,-,,"5,036","$1,092,594",0.01%
LISTED EQUITY,-,-,-,-,WISE PLC,-,WISE LN,-,,"50,248","$1,083,500",0.01%
LISTED EQUITY,-,-,-,-,CRITEO SA,-,CRTO US,-,,"16,942","$1,082,501",0.01%
LISTED EQUITY,-,-,-,-,AUSTRALIAN FINANCE GROUP LTD.,-,AFG AU,-,,"709,693","$1,071,636",0.01%
LISTED EQUITY,-,-,-,-,SHERWIN-WILLIAMS CO.,-,SHW US,-,,"1,946","$1,068,382",0.01%
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,"2,659","$1,066,391",0.01%
LISTED EQUITY,-,-,-,-,FOX CORP.,-,FOXA US,-,,"13,591","$1,066,351",0.01%
LISTED EQUITY,-,-,-,-,INDOFOOD CBP SUKSES MAKMUR TBK. PT,-,ICBP IJ,-,,"932,553","$1,064,481",0.01%
LISTED EQUITY,-,-,-,-,KINROSS GOLD CORP.,-,K CN,-,,"70,756","$1,060,788",0.01%
LISTED EQUITY,-,-,-,-,OBIC CO. LTD.,-,4684 JP,-,,"21,906","$1,056,507",0.01%
LISTED EQUITY,-,-,-,-,CHINA COMMUNICATIONS SERVICES CORP. LTD.,-,552 HK,-,,"1,108,422","$1,050,915",0.01%
LISTED EQUITY,-,-,-,-,"CADENCE DESIGN SYSTEMS, INC.",-,CDNS US,-,,"2,161","$1,048,622",0.01%
LISTED EQUITY,-,-,-,-,"FRONTIER COMMUNICATIONS PARENT, INC.",-,FYBR US,-,,"18,707","$1,048,427",0.01%
LISTED EQUITY,-,-,-,-,SAMSUNG SDI CO. LTD.,-,006400 KS,-,,"3,842","$1,043,284",0.01%
LISTED EQUITY,-,-,-,-,"BEST BUY CO., INC.",-,BBY US,-,,"7,513","$1,041,121",0.01%
LISTED EQUITY,-,-,-,-,RHEINMETALL AG,-,RHM GR,-,,"1,012","$1,039,892",0.01%
LISTED EQUITY,-,-,-,-,CP ALL PCL,-,CPALLF TB,-,,"391,610","$1,034,218",0.01%
LISTED EQUITY,-,-,-,-,NESTE OYJ,-,NESTE FH,-,,"50,807","$1,030,304",0.01%
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,"5,580","$1,023,914",0.01%
LISTED EQUITY,-,-,-,-,ITAU UNIBANCO HOLDING SA,-,ITUB4 BZ,-,,"127,185","$1,021,799",0.01%
LISTED EQUITY,-,-,-,-,"BROOKDALE SENIOR LIVING, INC.",-,BKD US,-,,"125,255","$1,017,577",0.01%
LISTED EQUITY,-,-,-,-,PETROLEO BRASILEIRO SA,-,PETR4 BZ,-,,"107,387","$1,016,031",0.01%
LISTED EQUITY,-,-,-,-,ALLEGION PLC,-,ALLE US,-,,"4,763","$1,005,215",0.01%
LISTED EQUITY,-,-,-,-,ATLASSIAN CORP.,-,TEAM US,-,,"2,547","$1,000,984",0.01%
LISTED EQUITY,-,-,-,-,"FORTIS, INC.",-,FTS CN,-,,"14,858","$996,590",0.01%
LISTED EQUITY,-,-,-,-,"MARRIOTT INTERNATIONAL, INC.",-,MAR US,-,,"2,200","$990,951",0.01%
LISTED EQUITY,-,-,-,-,BANCO DO BRASIL SA,-,BBAS3 BZ,-,,"156,312","$987,726",0.01%
LISTED EQUITY,-,-,-,-,"MANHATTAN ASSOCIATES, INC.",-,MANH US,-,,"2,243","$978,744",0.01%
LISTED EQUITY,-,-,-,-,PG&E CORP.,-,PCG US,-,,"29,904","$974,659",0.01%
LISTED EQUITY,-,-,-,-,"DIDI GLOBAL, INC.",-,DIDIY US,-,,"132,024","$974,479",0.01%
LISTED EQUITY,-,-,-,-,SANTEN PHARMACEUTICAL CO. LTD.,-,4536 JP,-,,"58,323","$970,103",0.01%
LISTED EQUITY,-,-,-,-,"NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP, INC.",-,9901 HK,-,,"95,087","$967,764",0.01%
LISTED EQUITY,-,-,-,-,SMITHS GROUP PLC,-,SMIN LN,-,,"27,731","$964,257",0.01%
LISTED EQUITY,-,-,-,-,"CORTEVA, INC.",-,CTVA US,-,,"10,459","$962,181",0.01%
LISTED EQUITY,-,-,-,-,OMV AG,-,OMV AV,-,,"15,359","$959,115",0.01%
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOB SS,-,,"43,725","$955,212",0.01%
LISTED EQUITY,-,-,-,-,"SNOWFLAKE, INC.",-,SNOW US,-,,"3,824","$953,544",0.01%
LISTED EQUITY,-,-,-,-,"DAI-ICHI LIFE HOLDINGS, INC.",-,8750 JP,-,,"21,767","$947,385",0.01%
LISTED EQUITY,-,-,-,-,RECKITT BENCKISER GROUP PLC,-,RKT LN,-,,"9,683","$946,596",0.01%
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"18,187","$943,481",0.01%
LISTED EQUITY,-,-,-,-,MONOTARO CO. LTD.,-,3064 JP,-,,"34,275","$941,198",0.01%
LISTED EQUITY,-,-,-,-,CIMB GROUP HOLDINGS BHD.,-,CIMB MK,-,,"316,564","$937,617",0.01%
LISTED EQUITY,-,-,-,-,KAMIGUMI CO. LTD.,-,9364 JP,-,,"26,467","$931,312",0.01%
LISTED EQUITY,-,-,-,-,AGNICO EAGLE MINES LTD.,-,AEM US,-,,"7,295","$921,438",0.01%
LISTED EQUITY,-,-,-,-,"CROWN HOLDINGS, INC.",-,CCK US,-,,"6,871","$917,553",0.01%
LISTED EQUITY,-,-,-,-,MAKEMYTRIP LTD.,-,MMYT US,-,,"5,031","$912,302",0.01%
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,"3,412","$910,250",0.01%
LISTED EQUITY,-,-,-,-,WEBJET GROUP LTD.,-,WJL AU,-,,"1,044,922","$909,082",0.01%
LISTED EQUITY,-,-,-,-,ENI SPA,-,ENI IM,-,,"41,435","$907,102",0.01%
LISTED EQUITY,-,-,-,-,ESSILORLUXOTTICA SA,-,EL FP,-,,"2,298","$905,361",0.01%
LISTED EQUITY,-,-,-,-,SUBARU CORP.,-,7270 JP,-,,"31,165","$903,529",0.01%
LISTED EQUITY,-,-,-,-,PAN AMERICAN SILVER CORP.,-,PAAS CN,-,,"27,598","$901,293",0.01%
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,470,"$899,964",0.01%
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,940,"$898,142",0.01%
LISTED EQUITY,-,-,-,-,KONAMI GROUP CORP.,-,9766 JP,-,,"5,874","$893,395",0.01%
LISTED EQUITY,-,-,-,-,"STEEL DYNAMICS, INC.",-,STLD US,-,,"4,837","$891,070",0.01%
LISTED EQUITY,-,-,-,-,BABY BUNTING GROUP LTD.,-,BBN AU,-,,"530,046","$890,477",0.01%
LISTED EQUITY,-,-,-,-,JIANGSU EXPRESSWAY CO. LTD.,-,177 HK,-,,"494,782","$882,670",0.01%
LISTED EQUITY,-,-,-,-,TECK RESOURCES LTD.,-,TECKB CN,-,,"13,480","$882,212",0.01%
LISTED EQUITY,-,-,-,-,"MASTEC, INC.",-,MTZ US,-,,"3,998","$879,162",0.01%
LISTED EQUITY,-,-,-,-,"REINSURANCE GROUP OF AMERICA, INC.",-,RGA US,-,,"2,544","$877,911",0.01%
LISTED EQUITY,-,-,-,-,YOKOGAWA ELECTRIC CORP.,-,6841 JP,-,,"25,085","$875,977",0.01%
LISTED EQUITY,-,-,-,-,CAMECO CORP.,-,CCO CN,-,,"10,534","$874,297",0.01%
LISTED EQUITY,-,-,-,-,BEGA CHEESE LTD.,-,BGA AU,-,,"150,827","$870,271",0.01%
LISTED EQUITY,-,-,-,-,GOLD FIELDS LTD.,-,GFI SJ,-,,"40,994","$867,004",0.01%
LISTED EQUITY,-,-,-,-,RIO TINTO PLC,-,RIO LN,-,,"9,052","$864,776",0.01%
LISTED EQUITY,-,-,-,-,ROBLOX CORP.,-,RBLX US,-,,"9,240","$863,534",0.01%
LISTED EQUITY,-,-,-,-,NEXT PLC,-,NXT LN,-,,"4,492","$862,965",0.01%
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,"5,500","$861,933",0.01%
LISTED EQUITY,-,-,-,-,CONTINENTAL AG,-,CON GR,-,,"7,931","$859,715",0.01%
LISTED EQUITY,-,-,-,-,MURATA MANUFACTURING CO. LTD.,-,6981 JP,-,,"32,617","$857,946",0.01%
LISTED EQUITY,-,-,-,-,"ROPER TECHNOLOGIES, INC.",-,ROP US,-,,"1,018","$854,644",0.01%
LISTED EQUITY,-,-,-,-,"EQUITABLE HOLDINGS, INC.",-,EQH US,-,,"11,217","$854,560",0.01%
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"16,377","$853,559",0.01%
LISTED EQUITY,-,-,-,-,LONZA GROUP AG,-,LONN SW,-,,892,"$851,894",0.01%
LISTED EQUITY,-,-,-,-,SHINHAN FINANCIAL GROUP CO. LTD.,-,055550 KS,-,,"16,239","$848,916",0.01%
LISTED EQUITY,-,-,-,-,PUBLIC BANK BHD.,-,PBK MK,-,,"513,854","$846,361",0.01%
LISTED EQUITY,-,-,-,-,HEICO CORP.,-,HEIA US,-,,"2,799","$841,330",0.01%
LISTED EQUITY,-,-,-,-,"GENERAC HOLDINGS, INC.",-,GNRC US,-,,"3,343","$837,225",0.01%
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,"1,781","$834,213",0.01%
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,"1,833","$833,025",0.01%
LISTED EQUITY,-,-,-,-,GENMAB AS,-,GMAB DC,-,,"2,484","$831,320",0.01%
LISTED EQUITY,-,-,-,-,"PDD HOLDINGS, INC.",-,PDD US,-,,"5,299","$830,068",0.01%
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"9,527","$825,819",0.01%
LISTED EQUITY,-,-,-,-,GRUPO MEXICO SAB DE CV,-,GMEXICOB MM,-,,"106,972","$822,038",0.01%
LISTED EQUITY,-,-,-,-,SEMPRA,-,SRE US,-,,"5,775","$818,189",0.01%
LISTED EQUITY,-,-,-,-,CONTEMPORARY AMPEREX TECHNOLOGY CO. LTD.,-,300750 C2,-,,"13,890","$817,531",0.01%
LISTED EQUITY,-,-,-,-,"SKYWORKS SOLUTIONS, INC.",-,SWKS US,-,,"5,707","$817,344",0.01%
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,"1,782","$817,043",0.01%
LISTED EQUITY,-,-,-,-,ZOMATO LTD.,-,ZOMATO IN,-,,"155,223","$814,217",0.01%
LISTED EQUITY,-,-,-,-,CENTRICA PLC,-,CNA LN,-,,"300,959","$813,317",0.01%
LISTED EQUITY,-,-,-,-,"HANA FINANCIAL GROUP, INC.",-,086790 KS,-,,"12,992","$809,621",0.01%
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,"5,409","$808,231",0.01%
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,156,"$807,671",0.01%
LISTED EQUITY,-,-,-,-,CORP. INMOBILIARIA VESTA SAB DE CV,-,VESTA MM,-,,"195,149","$806,586",0.01%
LISTED EQUITY,-,-,-,-,CANADIAN UTILITIES LTD.,-,CU CN,-,,"20,571","$805,104",0.01%
LISTED EQUITY,-,-,-,-,"PACCAR, INC.",-,PCAR US,-,,"4,785","$803,856",0.01%
LISTED EQUITY,-,-,-,-,BEIERSDORF AG,-,BEI GR,-,,"3,868","$802,106",0.01%
LISTED EQUITY,-,-,-,-,SVENSKA HANDELSBANKEN AB,-,SHBA SS,-,,"47,867","$799,056",0.01%
LISTED EQUITY,-,-,-,-,"REPUBLIC SERVICES, INC.",-,RSG US,-,,"2,444","$794,190",0.01%
LISTED EQUITY,-,-,-,-,TARGET CORP.,-,TGT US,-,,"3,630","$792,546",0.01%
LISTED EQUITY,-,-,-,-,FIRSTRAND LTD.,-,FSR SJ,-,,"120,896","$786,012",0.01%
LISTED EQUITY,-,-,-,-,"CITIZENS FINANCIAL GROUP, INC.",-,CFG US,-,,"11,113","$785,407",0.01%
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,964,"$785,321",0.01%
LISTED EQUITY,-,-,-,-,PING AN INSURANCE GROUP CO. OF CHINA LTD.,-,2318 HK,-,,"81,965","$784,795",0.01%
LISTED EQUITY,-,-,-,-,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",-,TTWO US,-,,"2,636","$783,595",0.01%
LISTED EQUITY,-,-,-,-,SCREEN HOLDINGS CO. LTD.,-,7735 JP,-,,"8,016","$781,784",0.01%
LISTED EQUITY,-,-,-,-,"AFLAC, INC.",-,AFL US,-,,"4,669","$779,979",0.01%
LISTED EQUITY,-,-,-,-,RAIA DROGASIL SA,-,RADL3 BZ,-,,"135,139","$777,262",0.01%
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"40,430","$776,925",0.01%
LISTED EQUITY,-,-,-,-,"ENEOS HOLDINGS, INC.",-,5020 JP,-,,"91,148","$774,007",0.01%
LISTED EQUITY,-,-,-,-,BIRKENSTOCK HOLDING PLC,-,BIRK US,-,,"8,444","$772,774",0.01%
LISTED EQUITY,-,-,-,-,MITSUBISHI CORP.,-,8058 JP,-,,"28,816","$771,151",0.01%
LISTED EQUITY,-,-,-,-,"TYLER TECHNOLOGIES, INC.",-,TYL US,-,,826,"$769,090",0.01%
LISTED EQUITY,-,-,-,-,ROYAL CARIBBEAN CRUISES LTD.,-,RCL US,-,,"2,064","$769,075",0.01%
LISTED EQUITY,-,-,-,-,"QORVO, INC.",-,QRVO US,-,,"6,808","$768,862",0.01%
LISTED EQUITY,-,-,-,-,CENTRAL JAPAN RAILWAY CO.,-,9022 JP,-,,"25,223","$768,565",0.01%
LISTED EQUITY,-,-,-,-,KIA CORP.,-,000270 KS,-,,"6,945","$767,270",0.01%
LISTED EQUITY,-,-,-,-,EIFFAGE SA,-,FGR FP,-,,"5,411","$766,562",0.01%
LISTED EQUITY,-,-,-,-,HYDRO ONE LTD.,-,H CN,-,,"15,381","$764,682",0.01%
LISTED EQUITY,-,-,-,-,INNER MONGOLIA YILI INDUSTRIAL GROUP CO. LTD.,-,600887 C1,-,,"113,883","$760,506",0.01%
LISTED EQUITY,-,-,-,-,SHIN-ETSU CHEMICAL CO. LTD.,-,4063 JP,-,,"13,890","$755,974",0.01%
LISTED EQUITY,-,-,-,-,WORLDLINE SA,-,WLN FP,-,,"53,148","$753,593",0.01%
LISTED EQUITY,-,-,-,-,"ANSYS, INC.",-,ANSS US,-,,"1,383","$753,367",0.01%
LISTED EQUITY,-,-,-,-,OBAYASHI CORP.,-,1802 JP,-,,"34,898","$750,625",0.01%
LISTED EQUITY,-,-,-,-,"NORTHLAND POWER, INC.",-,NPI CN,-,,"37,304","$749,886",0.01%
LISTED EQUITY,-,-,-,-,VONOVIA SE,-,VNA GR,-,,"15,258","$748,169",0.01%
LISTED EQUITY,-,-,-,-,"ROBERT HALF, INC.",-,RHI US,-,,"6,530","$743,154",0.01%
LISTED EQUITY,-,-,-,-,ITOCHU CORP.,-,8001 JP,-,,"9,191","$739,753",0.01%
LISTED EQUITY,-,-,-,-,FORTIVE CORP.,-,FTV US,-,,"6,092","$737,884",0.01%
LISTED EQUITY,-,-,-,-,KMD BRANDS LTD.,-,KMD AU,-,,"1,883,246","$734,466",0.01%
LISTED EQUITY,-,-,-,-,"STANTEC, INC.",-,STN CN,-,,"5,797","$734,135",0.01%
