Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Sector,Industry,Units Held,% Ownership,Address,Value (AUD),Weighting
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Skanska AB,,SE0000113250,SE,Industrials,Engineering & Construction,22889.94866,,,778596.4264,1.123e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SK Biopharmaceuticals Co Ltd,,KR7326030004,KR,Healthcare,Biotechnology,1861.482056,,,226894.9505,3.27e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SK Bioscience Co Ltd,,KR7302440003,KR,Healthcare,Biotechnology,1411.149716,,,78028.9139,1.13e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SKC Co Ltd,,KR7011790003,KR,Basic Materials,Specialty Chemicals,1125.017976,,,129722.1405,1.87e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Skellerup Holdings Ltd,,NZSKXE0001S8,NZ,Industrials,Specialty Industrial Machinery,124725.8515,,,583489.2615,8.42e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SKF AB,,SE0000108227,SE,Industrials,Tools & Accessories,12467.39089,,,378332.917,5.46e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SK Hynix Inc,,KR7000660001,KR,Technology,Semiconductors,172561.7262,,,32922740.86,0.00047505
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SK Inc,,KR7034730002,KR,Industrials,Conglomerates,2175.251521,,,313824.7237,4.53e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SK Innovation Co Ltd,,KR7096770003,KR,Energy,Oil & Gas Refining & Marketing,3600.71046,,,442443.8329,6.38e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SK Square Co Ltd,,KR7402340004,KR,Technology,Semiconductors,5160.125805,,,448937.001,6.48e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SK Telecom Co Ltd,,KR7017670001,KR,Communication Services,Telecom Services,3170.209616,,,191990.1623,2.77e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SKYCITY Entertainment Group Ltd,,NZSKCE0001S2,NZ,Consumer Cyclical,Resorts & Casinos,3835696.07,,,5024761.851,7.25e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SKY Network Television Ltd,,NZSKTE0001S6,NZ,Communication Services,Entertainment,114094.898,,,271545.8573,3.92e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Skyworks Solutions Inc,,US83088M1027,US,Technology,Semiconductors,55535.75525,,,7954309.573,0.00011477
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SmartGroup Corp Ltd,,AU000000SIQ4,AU,Industrials,Specialty Business Services,916801.5634,,,7123548.148,0.00010279
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SMC Corp,,JP3162600005,JP,Industrials,Specialty Industrial Machinery,3177.471926,,,2030459.857,2.93e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SM Investments Corp,,PHY806761029,PH,,,12579.22918,,,315756.1943,4.56e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Smith & Nephew PLC,,GB0009223206,GB,Healthcare,Medical Devices,46576.50384,,,934034.2769,1.348e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Smiths Group PLC,,GB00B1WY2338,GB,Industrials,Specialty Industrial Machinery,61071.22159,,,2123535.362,3.064e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SM Prime Holdings Inc,,PHY8076N1120,PH,,,594833.2572,,,417706.6524,6.03e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Smurfit WestRock PLC,,IE00028FXN24,IE,Consumer Cyclical,Packaging & Containers,90577.8249,,,7880569.25,0.00011371
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Snam SpA,,IT0003153415,IT,Utilities,Utilities - Regulated Gas,87135.89521,,,623290.2944,8.99e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Snap Inc,,US83304A1060,US,Communication Services,Internet Content & Information,92619.96464,,,1611107.19,2.325e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Snap-on Inc,,US8330341012,US,Industrials,Tools & Accessories,7132.711472,,,3910866.337,5.643e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Snowflake Inc,,US8334451098,US,Technology,Software - Application,31470.97475,,,7848555.628,0.00011325
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sociedad Quimica y Minera de Chile SA,,US8336351056,US,Basic Materials,Specialty Chemicals,44324.66977,,,2602996.035,3.756e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sociedad Quimica y Minera de Chile SA,,CLP8716X1082,CL,Basic Materials,Specialty Chemicals,8863.148373,,,526814.1,7.6e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Societe Generale SA,,FR0000130809,FR,Financial Services,Banks - Regional,763718.1677,,,34691006.62,0.00050056
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sodexo SA,,FR0000121220,FR,Industrials,Specialty Business Services,15546.83942,,,2068408.491,2.985e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sofina SA,,BE0003717312,BE,Financial Services,Asset Management,1325.427939,,,484130.8661,6.99e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SoftBank Corp,,JP3732000009,JP,Communication Services,Telecom Services,3339926.521,,,6827059.133,9.851e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SoftBank Group Corp,,JP3436100006,JP,Communication Services,Telecom Services,76538.62234,,,7224732.476,0.00010425
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,S-Oil Corp,,KR7010950004,KR,Energy,Oil & Gas Refining & Marketing,2675.982065,,,160885.0491,2.32e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Solventum Corp,,US83444M1018,US,Healthcare,Medical Instruments & Supplies,21317.79234,,,2274494.654,3.282e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sompo Holdings Inc,,JP3165000005,JP,Financial Services,Insurance - Property & Casualty,72892.77243,,,3085590.084,4.452e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sona Blw Precision Forgings Ltd,,INE073K01018,IN,Consumer Cyclical,Auto Parts,24352.0871,,,273254.6815,3.94e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Songtradr Inc,,,,,,112660.3879,,,3878897.154,5.597e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sonic Healthcare Ltd,,AU000000SHL7,AU,Healthcare,Diagnostics & Research,1650613.518,,,44583071.12,0.0006433
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sonova Holding AG,,CH0012549785,CH,Healthcare,Medical Devices,15952.85577,,,8424147.291,0.00012155
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sony Group Corp,,JP3435000009,JP,Technology,Consumer Electronics,572176.8397,,,19810400.44,0.00028585
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,South32 Ltd,,AU000000S320,AU,Basic Materials,Other Industrial Metals & Mining,18232296.93,,,61989809.56,0.00089447
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Southern Copper Corp,,US84265V1052,US,Basic Materials,Copper,5059.1662,,,744636.7075,1.074e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Southern Co/The,,US8425871071,US,Utilities,Utilities - Regulated Electric,77712.84368,,,10332425.57,0.00014909
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Southwest Airlines Co,,US8447411088,US,Industrials,Airlines,10567.45372,,,573815.3833,8.28e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Spark New Zealand Ltd,,NZTELE0001S4,NZ,Communication Services,Telecom Services,930072.0029,,,2501893.688,3.61e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Spartan Resources Ltd/Australia,,AU0000294233,AU,,,6191.458038,,,8729.955833,1.3e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Spectris PLC,,GB0003308607,GB,Technology,Scientific & Technical Instruments,78911.86791,,,4003288.314,5.776e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,S&P Global Inc,,US78409V1044,US,Financial Services,Financial Data & Stock Exchanges,40782.42037,,,32804439.67,0.00047334
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Spirax Group PLC,,GB00BWFGQN14,GB,Industrials,Specialty Industrial Machinery,19202.81808,,,2662682.843,3.842e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Spotify Technology SA,,LU1778762911,LU,Communication Services,Internet Content & Information,60776.5632,,,43915398.27,0.00063367
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Spring Airlines Co Ltd,,CNE100001V45,CN,Industrials,Airlines,3088.92219,,,39416.91506,5.7e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SRF Ltd,,INE647A01010,IN,Industrials,Conglomerates,7319.932715,,,309042.3081,4.46e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SRG Global Ltd,,AU0000032914,AU,Industrials,Engineering & Construction,1272851.297,,,1762899.05,2.544e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SS&C Technologies Holdings Inc,,US78467J1007,US,Technology,Software - Application,36189.93489,,,4429416.555,6.391e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SSE PLC,,GB0007908733,GB,Utilities,Utilities - Diversified,48415.98443,,,1570869.628,2.267e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SSR Mining Inc,,AU0000091407,AU,Basic Materials,Gold,122562.3191,,,1337154.901,1.929e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Standard Bank Group Ltd,,ZAE000109815,ZA,Financial Services,Banks - Regional,446563.1741,,,8476141.761,0.0001223
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Standard Chartered PLC,,GB0004082847,GB,Financial Services,Banks - Diversified,302955.9364,,,6058248.53,8.742e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Stanley Black & Decker Inc,,US8545021011,US,Industrials,Tools & Accessories,15386.80305,,,1995326.516,2.879e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Stanmore Resources Ltd,,AU000000SMR4,AU,Basic Materials,Coking Coal,1433182.039,,,4313877.937,6.225e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Stantec Inc,,CA85472N1096,CA,Industrials,Engineering & Construction,13314.31318,,,1686302.437,2.433e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Starbucks Corp,,US8552441094,US,Consumer Cyclical,Restaurants,111354.2639,,,16411332.6,0.0002368
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Star Entertainment Grp Ltd/The,,AU000000SGR6,AU,Consumer Cyclical,Resorts & Casinos,8967736.993,,,1703870.029,2.459e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,State Bank of India,,INE062A01020,IN,Financial Services,Banks - Regional,101946.7804,,,1528881.388,2.206e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,State Street Corp,,US8574771031,US,Financial Services,Asset Management,40029.60653,,,6345644.646,9.156e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Steadfast Group Ltd,,AU000000SDF8,AU,Financial Services,Insurance Brokers,3789566.726,,,21979487.01,0.00031715
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Steel Dynamics Inc,,US8581191009,US,Basic Materials,Steel,11349.97999,,,2091080.057,3.017e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Stellantis NV,,NL00150001Q9,NL,Consumer Cyclical,Auto Manufacturers,303742.8257,,,6395665.964,9.228e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Step One Clothing Ltd,,AU0000181174,AU,Consumer Cyclical,Apparel Retail,397628.9043,,,501012.4194,7.23e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,STERIS PLC,,IE00BFY8C754,IE,Healthcare,Medical Devices,14080.13447,,,4674654.672,6.745e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,St James's Place PLC,,GB0007669376,GB,Financial Services,Asset Management,470239.2059,,,8256302.063,0.00011913
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,STMicroelectronics NV,,NL0000226223,NL,Technology,Semiconductors,380718.5407,,,15456717.88,0.00022303
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,StoneCo Ltd,,KYG851581069,KY,Technology,Software - Infrastructure,14498.42531,,,186630.7847,2.69e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Stora Enso Oyj,,FI0009005961,FI,Basic Materials,Paper & Paper Products,27249.54812,,,442884.2317,6.39e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Straumann Holding AG,,CH1175448666,CH,Healthcare,Medical Instruments & Supplies,7729.207548,,,1573790.94,2.271e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Strike Energy Ltd,,AU000000STX7,AU,Energy,Oil & Gas E&P,28426.65275,,,5969.597077,9e-08
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Stryker Corp,,US8636671013,US,Healthcare,Medical Devices,48647.48842,,,28289636.12,0.0004082
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Subaru Corp,,JP3814800003,JP,Consumer Cyclical,Auto Manufacturers,244898.6336,,,7099886.683,0.00010245
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sumber Alfaria Trijaya Tbk PT,,ID1000128705,ID,Consumer Defensive,Grocery Stores,987073.2145,,,282297.6313,4.07e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sumitomo Corp,,JP3404600003,JP,Industrials,Conglomerates,168556.9681,,,5938127.15,8.568e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sumitomo Electric Industries Ltd,,JP3407400005,JP,Consumer Cyclical,Auto Parts,275884.8389,,,8090356.897,0.00011674
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sumitomo Metal Mining Co Ltd,,JP3402600005,JP,Basic Materials,Other Industrial Metals & Mining,20223.80634,,,750918.5407,1.084e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sumitomo Mitsui Financial Group Inc,,JP3890350006,JP,Financial Services,Banks - Diversified,1251350.984,,,48405055.56,0.00069845
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sumitomo Mitsui Trust Group Inc,,JP3892100003,JP,Financial Services,Banks - Regional,47344.593,,,1796362.782,2.592e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sumitomo Realty & Development Co Ltd,,JP3409000001,JP,Real Estate,Real Estate Services,25635.88879,,,1301479.392,1.878e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suncor Energy Inc,,CA8672241079,CA,Energy,Oil & Gas Integrated,507447.8824,,,29240047.13,0.00042191
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suncorp Group Ltd,,AU000000SUN6,AU,Financial Services,Insurance - Property & Casualty,8117797.385,,,154319328.3,0.00222671
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sundaram Finance Ltd,,INE660A01013,IN,Financial Services,Credit Services,3876.597348,,,303039.6544,4.37e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sungrow Power Supply Co Ltd,,CNE1000018M7,CN,Industrials,Electrical Equipment & Parts,7454.056968,,,121773.0919,1.76e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sun Hung Kai Properties Ltd,,HK0016000132,HK,Real Estate,Real Estate - Development,114696.2315,,,1780231.592,2.569e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sun Life Financial Inc,,CA8667961053,CA,Financial Services,Insurance - Diversified,53116.9032,,,5091208.477,7.346e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sunny Optical Technology Group Co Ltd,,KYG8586D1097,KY,Technology,Electronic Components,42572.96389,,,609446.1964,8.79e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sun Pharmaceutical Industries Ltd,,INE044A01036,IN,Healthcare,Drug Manufacturers - Specialty & Generic,55155.18711,,,1962768.612,2.832e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suntory Beverage & Food Ltd,,JP3336560002,JP,Consumer Defensive,Beverages - Non-Alcoholic,18874.26121,,,972365.7023,1.403e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sunway Bhd,,MYL5211OO007,MY,Industrials,Conglomerates,131441.7679,,,227415.2957,3.28e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sunwoda Electronic Co Ltd,,CNE100001260,CN,Industrials,Electrical Equipment & Parts,13575.00015,,,67013.9393,9.7e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,SUPCON Technology Co Ltd,,CNE100005D92,CN,Industrials,Electrical Equipment & Parts,3675.817406,,,40399.29799,5.8e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Superloop Ltd,,AU000000SLC8,AU,Communication Services,Telecom Services,28638.64631,,,62718.63541,9e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Super Micro Computer Inc,,US86800U3023,US,Technology,Computer Hardware,63518.82892,,,3126954.551,4.512e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Super Retail Group Ltd,,AU000000SUL0,AU,Consumer Cyclical,Specialty Retail,1143104.04,,,17352319.32,0.00025038
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Supply Network Ltd,,AU000000SNL5,AU,Consumer Cyclical,Auto Parts,14673.76407,,,484234.2143,6.99e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Supreme Industries Ltd,,INE195A01028,IN,Industrials,Building Products & Equipment,3609.974591,,,320120.3536,4.62e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suzano SA,,BRSUZBACNOR0,BR,Basic Materials,Paper & Paper Products,779656.1176,,,12592664.28,0.0001817
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suzhou Dongshan Precision Manufacturing Co Ltd,,CNE100000N79,CN,Technology,Electronic Components,4633.383285,,,29936.89906,4.3e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suzhou Maxwell Technologies Co Ltd,,CNE100003FS0,CN,Technology,Semiconductor Equipment & Materials,536.497012,,,12482.52153,1.8e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suzlon Energy Ltd,,INE040H01021,IN,Industrials,Specialty Industrial Machinery,565134.8661,,,663349.761,9.57e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Suzuki Motor Corp,,JP3397200001,JP,Consumer Cyclical,Auto Manufacturers,234939.8832,,,4321870.483,6.236e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Svenska Cellulosa AB SCA,,SE0000112724,SE,Basic Materials,Paper & Paper Products,22370.22468,,,459264.9434,6.63e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Svenska Handelsbanken AB,,SE0007100599,SE,Financial Services,Banks - Diversified,107550.8624,,,1795358.595,2.591e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swatch Group AG/The,,CH0012255151,CH,Consumer Cyclical,Luxury Goods,3323.604699,,,977347.8668,1.41e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swedbank AB,,SE0000242455,SE,Financial Services,Banks - Regional,62655.61338,,,1999332.034,2.885e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swedish Orphan Biovitrum AB,,SE0000872095,SE,Healthcare,Drug Manufacturers - Specialty & Generic,8289.478524,,,384596.5056,5.55e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swire Pacific Ltd,,HK0019000162,HK,Industrials,Conglomerates,26561.176,,,389068.2882,5.61e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swisscom AG,,CH0008742519,CH,Communication Services,Telecom Services,4922.27699,,,4425711.307,6.386e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swiss Life Holding AG,,CH0014852781,CH,Financial Services,Insurance - Diversified,1971.311454,,,2457881.307,3.547e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swiss Prime Site AG,,CH0008038389,CH,Real Estate,Real Estate - Diversified,14069.49405,,,2477372.346,3.575e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Swiss Re AG,,CH0126881561,CH,Financial Services,Insurance - Reinsurance,29207.56886,,,6829440.186,9.854e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Syensqo SA,,BE0974464977,BE,Basic Materials,Chemicals,2751.608474,,,324712.6605,4.69e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Symbotic Inc,,US87151X1019,US,Industrials,Specialty Industrial Machinery,140709.5856,,,5388394.21,7.775e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Symrise AG,,DE000SYM9999,DE,Basic Materials,Specialty Chemicals,14775.20147,,,2536567.241,3.66e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Synchrony Financial,,US87165B1035,US,Financial Services,Credit Services,204007.6794,,,21417264.25,0.00030903
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Synnex Technology International Corp,,TW0002347002,TW,Technology,Electronics & Computer Distribution,538857.0752,,,1879499.789,2.712e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Synopsys Inc,,US8716071076,US,Technology,Software - Infrastructure,51345.68363,,,40250570.95,0.00058078
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Syrah Resources Ltd,,AU000000SYR9,AU,Basic Materials,Other Industrial Metals & Mining,29620.79551,,,6072.263537,9e-08
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sysco Corp,,US8718291078,US,Consumer Defensive,Food Distribution,58237.67394,,,7191880.077,0.00010377
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Sysmex Corp,,JP3351100007,JP,Healthcare,Medical Devices,50384.05338,,,1510139.45,2.179e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tabcorp Holdings Ltd,,AU000000TAH8,AU,Consumer Cyclical,Gambling,9066657.223,,,5122661.335,7.392e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taisei Corp,,JP3443600006,JP,Industrials,Engineering & Construction,16530.78457,,,1127867.557,1.627e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taishin Financial Holding Co Ltd,,TW0002887007,TW,Financial Services,Banks - Regional,698925.1971,,,599122.1567,8.64e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taiwan Business Bank,,TW0002834009,TW,Financial Services,Banks - Regional,408366.8937,,,298753.092,4.31e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taiwan Cooperative Financial Holding Co Ltd,,TW0005880009,TW,Financial Services,Banks - Regional,636184.1229,,,761595.7844,1.099e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taiwan High Speed Rail Corp,,TW0002633005,TW,Industrials,Railroads,117053.8935,,,160312.0215,2.31e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taiwan Mobile Co Ltd,,TW0003045001,TW,Consumer Cyclical,Specialty Retail,321861.1248,,,1799698.769,2.597e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taiwan Semiconductor Manufacturing Co Ltd,,TW0002330008,TW,Technology,Semiconductors,3988805.179,,,211245138.4,0.00304811
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taiwan Semiconductor Manufacturing Co Ltd,,US8740391003,US,Technology,Semiconductors,716041.0073,,,228395281.5,0.00329557
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Takeda Pharmaceutical Co Ltd,,JP3463000004,JP,Healthcare,Drug Manufacturers - Specialty & Generic,223229.5007,,,9591658.855,0.0001384
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Take-Two Interactive Software Inc,,US8740541094,US,Communication Services,Electronic Gaming & Multimedia,15707.05805,,,4669878.458,6.738e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Talaat Moustafa Group,,EGS691S1C011,EG,,,54058.57694,,,96191.45936,1.39e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Talanx AG,,DE000TLX1005,DE,Financial Services,Insurance - Diversified,9823.211135,,,1349631.048,1.947e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,TAL Education Group,,US8740801043,US,Consumer Defensive,Education & Training Services,26814.28323,,,433948.3475,6.26e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Targa Resources Corp,,US87612G1013,US,Energy,Oil & Gas Midstream,37032.24713,,,10676340.32,0.00015405
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Target Corp,,US87612E1064,US,Consumer Defensive,Discount Stores,55175.95001,,,12046652.54,0.00017382
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tata Communications Ltd,,INE151A01013,IN,Communication Services,Telecom Services,6508.684204,,,209155.9938,3.02e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tata Consultancy Services Ltd,,INE467B01029,IN,Technology,Information Technology Services,216306.2634,,,16709453.86,0.0002411
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tata Consumer Products Ltd,,INE192A01025,IN,Consumer Defensive,Packaged Foods,34562.26315,,,596405.0591,8.61e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tata Elxsi Ltd,,INE670A01012,IN,Technology,Software - Application,2035.437148,,,260979.6705,3.77e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tata Motors Ltd,,INE155A01022,IN,Consumer Cyclical,Auto Manufacturers,120662.4998,,,1684816.189,2.431e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tata Steel Ltd,,INE081A01020,IN,Basic Materials,Steel,437897.5406,,,1140431.966,1.646e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Taylor Wimpey PLC,,GB0008782301,GB,Consumer Cyclical,Residential Construction,720636.74,,,1779832.272,2.568e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,TCC Group Holdings Co Ltd,,TW0001101004,TW,Basic Materials,Building Materials,401934.4989,,,627696.8929,9.06e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,TC Energy Corp,,CA87807B1076,CA,Energy,Oil & Gas Midstream,46986.6083,,,3534831.237,5.1e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,TCL Technology Group Corp,,CNE000001GL8,CN,Technology,Semiconductor Equipment & Materials,106055.7048,,,118039.6092,1.7e-06
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,TCL Zhonghuan Renewable Energy Technology Co Ltd,,CNE1000000B8,CN,Technology,Semiconductor Equipment & Materials,17761.30259,,,34859.74687,5e-07
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,T&D Holdings Inc,,JP3539220008,JP,Financial Services,Insurance - Life,43887.33466,,,1310454.822,1.891e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,TDK Corp,,JP3538800008,JP,Technology,Electronic Components,100096.8808,,,2131950.183,3.076e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Tech Mahindra Ltd,,INE669C01036,IN,Technology,Information Technology Services,31995.83523,,,1029873.433,1.486e-05
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Technology One Ltd,,AU000000TNE8,AU,Technology,Software - Application,2336012.85,,,73140562.34,0.00105536
31/12/2024,HESTA,Balanced Growth,Listed Equity,1,Techtronic Industries Co Ltd,,HK0669013440,HK,Industrials,Tools & Accessories,83129.82553,,,1771651.424,2.556e-05
