Name/Kind of Investment Item,Stock ID,ISIN,ticker,exchCode,micCode,name,marketSector,compositeFIGI,HomeCountry,mapped_country,mapped_priority,Primary,PrimaryListingCountry,PrimaryTicker
ENTAIN PLC,IM00B5VQMV65,IM00B5VQMV65,ENT,LN,,ENTAIN PLC,Equity,BBG000MPPCP8,IM,GB,1.0,True,GB,ENT
ENTEGRIS INC,US29362U1043,US29362U1043,ENTG,UA,,ENTEGRIS INC,Equity,BBG000CTV4N4,US,US,1.0,True,US,ENTG
EOG RESOURCES INC,US26875P1012,US26875P1012,EOG,UA,,EOG RESOURCES INC,Equity,BBG000BZ9223,US,US,1.0,True,US,EOG
EPAM SYSTEMS INC,US29414B1044,US29414B1044,EPAM,UA,,EPAM SYSTEMS INC,Equity,BBG000MHTV89,US,US,1.0,True,US,EPAM
EPIROC AB,SE0015658109,SE0015658109,EPIA,SS,,EPIROC AB-A,Equity,BBG00JWT5W21,SE,SE,1.0,True,SE,EPIA
EPIROC AB SER B NPV POST SPLIT,SE0015658117,SE0015658117,EPIB,SS,,EPIROC AB-B,Equity,BBG00KRMTPW5,SE,SE,1.0,True,SE,EPIB
EQT AB,SE0012853455,SE0012853455,EQT,SS,,EQT AB,Equity,BBG006WY0T84,SE,SE,1.0,True,SE,EQT
EQT CORPORATION,US26884L1098,US26884L1098,EQT,UA,,EQT CORP,Equity,BBG000BHZ5J9,US,US,1.0,True,US,EQT
EQT HOLDINGS LIMITED,AU000000EQT1,AU000000EQT1,EQT,AT,,EQT HOLDINGS LTD,Equity,BBG00BKZZL64,AU,AU,1.0,True,AU,EQT
EQUIFAX INC,US2944291051,US2944291051,EFX,UA,,EQUIFAX INC,Equity,BBG000BHPL78,US,US,1.0,True,US,EFX
EQUINOR ASA,NO0010096985,NO0010096985,EQNR,NO,,EQUINOR ASA,Equity,BBG000NSV604,NO,NO,1.0,True,NO,EQNR
EQUITABLE HOLDINGS INC,US29452E1010,US29452E1010,EQH,UA,,EQUITABLE HOLDINGS INC,Equity,BBG00J7CBVW8,US,US,1.0,True,US,EQH
ERICSSON LM - B SHS,SE0000108656,SE0000108656,ERICB,SS,,ERICSSON LM-B SHS,Equity,BBG000BX2SH2,SE,SE,1.0,True,SE,ERICB
ERICSSON TELEFON,SE0000108649,SE0000108649,ERICA,SS,,ERICSSON LM-A SHS,Equity,BBG000BX2V67,SE,SE,1.0,True,SE,ERICA
ERIE INDEMNITY CO,US29530P1021,US29530P1021,ERIE,UA,,ERIE INDEMNITY COMPANY-CL A,Equity,BBG000BBTJZ1,US,US,1.0,True,US,ERIE
ERSTE GROUP BANK AG,AT0000652011,AT0000652011,EBS,AV,,ERSTE GROUP BANK AG,Equity,BBG000BMV1Z3,AT,AT,1.0,True,AT,EBS
ESSENTRA PLC,GB00B0744359,GB00B0744359,ESNT,LN,,ESSENTRA PLC,Equity,BBG000C41VP0,GB,GB,1.0,True,GB,ESNT
ESSILORLUXOTTICA,FR0000121667,FR0000121667,EL,FP,,ESSILORLUXOTTICA,Equity,BBG000BC15X1,FR,FR,1.0,True,FR,EL
ESSITY AB SER B NPV,SE0009922164,SE0009922164,ESSITYB,SS,,ESSITY AKTIEBOLAG-B,Equity,BBG00GV10DG1,SE,SE,1.0,True,SE,ESSITYB
ESTEE LAUDER COMPANIES,US5184391044,US5184391044,EL,UA,,ESTEE LAUDER COMPANIES-CL A,Equity,BBG000FKJRC5,US,US,1.0,True,US,EL
ETSY INC,US29786A1060,US29786A1060,ETSY,UA,,ETSY INC,Equity,BBG000N7MXL8,US,US,1.0,True,US,ETSY
EURAZEO,FR0000121121,FR0000121121,RF,FP,,EURAZEO SE,Equity,BBG000BC1801,FR,FR,1.0,True,FR,RF
EUROFINS SCIENTIFIC,FR0014000MR3,FR0014000MR3,ERF,FP,,EUROFINS SCIENTIFIC,Equity,BBG000BH79M8,FR,FR,1.0,True,FR,ERF
EURONET WORLDWIDE INC,US2987361092,US2987361092,EEFT,UA,,EURONET WORLDWIDE INC,Equity,BBG000BMNBY1,US,US,1.0,True,US,EEFT
EURONEXT NV,NL0006294274,NL0006294274,ENXP,T1,,EURONEXT NV,Equity,BBG00NLKB2X8,NL,NL,1.0,True,NL,ENXP
EVERBRIGHT SECURITIES CO LTD,CNE1000029M4,CNE1000029M4,0EC,GF,,EVERBRIGHT SECURITIES CO L-H,Equity,BBG00DLZ0FM2,CN,DE,1.0,True,DE,0EC
EVERCORE INC COM USD 0.01 CLASS A,US29977A1051,US29977A1051,EVR,UA,,EVERCORE INC - A,Equity,BBG000BP30Y0,US,US,1.0,True,US,EVR
EVEREST GROUP LTD,BMG3223R1088,BMG3223R1088,EG,UA,,EVEREST GROUP LTD,Equity,BBG000C1XVK6,BM,US,1.0,True,US,EG
EVOLUTION AB,SE0012673267,SE0012673267,EVO,SS,,EVOLUTION AB,Equity,BBG0088M4L77,SE,SE,1.0,True,SE,EVO
EVOLUTION MINING LIMITED,AU000000EVN4,AU000000EVN4,EVN,AT,,EVOLUTION MINING LTD,Equity,BBG000NF2249,AU,AU,1.0,True,AU,EVN
EVONIK INDUSTRIES AG,DE000EVNK013,DE000EVNK013,EVK,GF,,EVONIK INDUSTRIES AG,Equity,BBG000DD3GQ9,DE,DE,1.0,True,DE,EVK
EVS BROADCAST EQUIPMENT,BE0003820371,BE0003820371,EVS,BB,,EVS BROADCAST EQUIPMENT S.A.,Equity,BBG000BD4LB5,BE,BE,1.0,True,BE,EVS
EXACT SCIENCES CORP,US30063P1057,US30063P1057,EXAS,UA,,EXACT SCIENCES CORP,Equity,BBG000CWL0F5,US,US,1.0,True,US,EXAS
EXELIXIS INC,US30161Q1040,US30161Q1040,EXEL,UA,,EXELIXIS INC,Equity,BBG000BQ4WF8,US,US,1.0,True,US,EXEL
EXOR NV,NL0012059018,NL0012059018,EXOA,I2,,EXOR NV,Equity,BBG019GS07R5,NL,NL,1.0,True,NL,EXOA
EXPEDIA GROUP INC,US30212P3038,US30212P3038,EXPE,UA,,EXPEDIA GROUP INC,Equity,BBG000QY3XZ2,US,US,1.0,True,US,EXPE
EXPEDITORS INTL WASH INC,US3021301094,US3021301094,EXPD,UA,,EXPEDITORS INTL WASH INC,Equity,BBG000BJ5GK2,US,US,1.0,True,US,EXPD
EXPENSIFY INC A,US30219Q1067,US30219Q1067,EXFY,UA,,EXPENSIFY INC - A,Equity,BBG009PWV0L4,US,US,1.0,True,US,EXFY
EXPERIAN GROUP LTD,GB00B19NLV48,GB00B19NLV48,EXPN,LN,,EXPERIAN PLC,Equity,BBG000FBCLZ0,GB,GB,1.0,True,GB,EXPN
EXTREME CO LTD,JP3161270008,JP3161270008,6033,JT,,EXTREME CO LTD,Equity,BBG003B61924,JP,JP,1.0,True,JP,6033
EXXON MOBIL CORPORATION,US30231G1022,US30231G1022,XOM,UA,,EXXON MOBIL CORP,Equity,BBG000GZQ728,US,US,1.0,True,US,XOM
F.C.C. CO LTD,JP3166900005,JP3166900005,7296,JT,,FCC CO LTD,Equity,BBG000DDGPN8,JP,JP,1.0,True,JP,7296
F5 NETWORKS INC,US3156161024,US3156161024,FFIV,UA,,F5 INC,Equity,BBG000CXYSZ6,US,US,1.0,True,US,FFIV
FABRINET,KYG3323L1005,KYG3323L1005,FN,UA,,FABRINET,Equity,BBG000HBFQP5,KY,US,1.0,True,US,FN
FACTSET RESEARCH SYSTEMS INC,US3030751057,US3030751057,FDS,UA,,FACTSET RESEARCH SYSTEMS INC,Equity,BBG000BDJL83,US,US,1.0,True,US,FDS
FAIR ISAAC CORPORATION,US3032501047,US3032501047,FICO,UA,,FAIR ISAAC CORP,Equity,BBG000DW76Y6,US,US,1.0,True,US,FICO
FAIRFAX FINL HOLDINGS LTD CAD,CA3039011026,CA3039011026,FFH,CT,,FAIRFAX FINANCIAL HLDGS LTD,Equity,BBG000BYQVJ5,CA,CA,1.0,True,CA,FFH
FANUC CORP NPV,JP3802400006,JP3802400006,6954,JT,,FANUC CORP,Equity,BBG000BM3TW6,JP,JP,1.0,True,JP,6954
FAR EAST SMARTER ENERGY CO A,CNE000000HQ7,CNE000000HQ7,600869,CG,,FAR EAST SMARTER ENERGY CO-A,Equity,BBG000DYXJ75,CN,CN,1.0,True,CN,600869
FAST RETAILING CO LTD,JP3802300008,JP3802300008,9983,JT,,FAST RETAILING CO LTD,Equity,BBG000CLY9H4,JP,JP,1.0,True,JP,9983
FASTENAL CO,US3119001044,US3119001044,FAST,UA,,FASTENAL CO,Equity,BBG000BJ8YN7,US,US,1.0,True,US,FAST
FBD HOLDINGS PLC,IE0003290289,IE0003290289,FBD,ID,,FBD HOLDINGS PLC,Equity,BBG000BH41G5,IE,IE,1.0,True,IE,FBD
FDXEX CORP COM,US31428X1063,US31428X1063,FDX,UA,,FEDEX CORP,Equity,BBG000BJF1Z8,US,US,1.0,True,US,FDX
FEDERAL BANK LTD,INE171A01029,INE171A01029,FB,IB,,FEDERAL BANK LTD,Equity,BBG000CLJQK9,IN,IN,1.0,True,IN,FB
FEDERATED HERMES COM NPV CLASS B,US3142111034,US3142111034,FHI,UA,,FEDERATED HERMES INC,Equity,BBG000BP0929,US,US,1.0,True,US,FHI
FERGUSON ENTERPRISES INC,US31488V1070,US31488V1070,FERG,UA,,FERGUSON ENTERPRISES INC,Equity,BBG01NMRD768,US,US,1.0,True,US,FERG
FERRARI NV COM,NL0011585146,NL0011585146,RACEM,T1,,FERRARI NV,Equity,BBG00NLKB623,NL,NL,1.0,True,NL,RACEM
FERREXPO PLC,GB00B1XH2C03,GB00B1XH2C03,FXPO,LN,,FERREXPO PLC,Equity,BBG000F90L24,GB,GB,1.0,True,GB,FXPO
FERROVIAL SE EUR0.01,NL0015001FS8,NL0015001FS8,FERA,T1,,FERROVIAL SE,Equity,BBG01H30RJ79,NL,NL,1.0,True,NL,FERA
FIDELITY NATIONAL INFORMATION SERVICES INC,US31620M1062,US31620M1062,FIS,UA,,FIDELITY NATIONAL INFO SERV,Equity,BBG000BK2F42,US,US,1.0,True,US,FIS
FIDELITY NATL FINL FNF GROUP,US31620R3030,US31620R3030,FNF,UA,,FIDELITY NATIONAL FINANCIAL,Equity,BBG006N7S6K9,US,US,1.0,True,US,FNF
FIH MOBILE LTD COM USD0.04,KYG3472Y1017,KYG3472Y1017,,,,,,,KY,,,True,KY,
FILA HOLDINGS CORP,KR7081660003,KR7081660003,081660,KP,,MISTO HOLDINGS CORP,Equity,BBG000DH0P92,KR,KR,1.0,True,KR,081660
FINANCIAL PRODUCTS GROUP CO LTD,JP3166990006,JP3166990006,7148,JT,,FINANCIAL PARTNERS GROUP,Equity,BBG000V9VDZ4,JP,JP,1.0,True,JP,7148
FINECOBANK BANCO FINECO SPA,IT0000072170,IT0000072170,FBK,IM,,FINECOBANK SPA,Equity,BBG002004KQ7,IT,IT,1.0,True,IT,FBK
FINEOS CORPORATION HOLDINGS PLC,AU0000054322,AU0000054322,FCL,AT,,FINEOS CORP HOLDINGS PLC-CDI,Equity,BBG00PX8CSR6,AU,AU,1.0,True,AU,FCL
FIRAN TECHNOLOGY GROUP CORP,CA3180931014,CA3180931014,FTG,CT,,FIRAN TECHNOLOGY GROUP CORP,Equity,BBG000DD34N9,CA,CA,1.0,True,CA,FTG
FIRST ABU DHABI BANK PJSC,AEN000101016,AEN000101016,FAB,DH,,FIRST ABU DHABI BANK PJSC,Equity,BBG000DHGTK4,AE,AE,1.0,True,AE,FAB
FIRST BANCORP PUERTO RICO,PR3186727065,PR3186727065,FBP,UA,,FIRST BANCORP PUERTO RICO,Equity,BBG000CYKKX8,PR,US,1.0,True,US,FBP
FIRST CITIZENS BCSHS - CL A,US31946M1036,US31946M1036,FCNCA,UA,,FIRST CITIZENS BCSHS  -CL A,Equity,BBG000BJCDS3,US,US,1.0,True,US,FCNCA
FIRST HAWAIIAN INC,US32051X1081,US32051X1081,FHB,UA,,FIRST HAWAIIAN INC,Equity,BBG0046LJYT2,US,US,1.0,True,US,FHB
FIRST INTERNATIONAL BANK OF ISRAEL LTD,IL0005930388,IL0005930388,FIBI,IT,,FIRST INTL BANK ISRAEL,Equity,BBG000BK0HP7,IL,IL,1.0,True,IL,FIBI
FIRST QUANTUM MINERALS LTD,CA3359341052,CA3359341052,FM,CT,,FIRST QUANTUM MINERALS LTD,Equity,BBG000BX7818,CA,CA,1.0,True,CA,FM
FIRST SOLAR INC,US3364331070,US3364331070,FSLR,UA,,FIRST SOLAR INC,Equity,BBG000BFL116,US,US,1.0,True,US,FSLR
FIRSTGROUP PLC,GB0003452173,GB0003452173,FGP,LN,,FIRSTGROUP PLC,Equity,BBG000JNDVB3,GB,GB,1.0,True,GB,FGP
FIRSTRAND LTD,ZAE000066304,ZAE000066304,FSR,SJ,,FIRSTRAND LTD,Equity,BBG000BNTRR6,ZA,ZA,1.0,True,ZA,FSR
FISERV INC COM,US3377381088,US3377381088,FI,UA,,FISERV INC,Equity,BBG000BJKPG0,US,US,1.0,True,US,FI
FISHER & PAYKEL HEALTHCARE,NZFAPE0001S2,NZFAPE0001S2,FPH,NZ,,FISHER & PAYKEL HEALTHCARE C,Equity,BBG000D2JJ62,NZ,NZ,1.0,True,NZ,FPH
FIVERR INTERNATIONAL LTD,IL0011582033,IL0011582033,FVRR,UA,,FIVERR INTERNATIONAL LTD,Equity,BBG002YSC5M7,IL,US,1.0,True,US,FVRR
FLEETPARTNERS GROUP LIMITED ORDINARY FULLY PAID,AU0000272924,AU0000272924,FPR,AT,,FLEETPARTNERS GROUP LTD,Equity,BBG008DWVPJ7,AU,AU,1.0,True,AU,FPR
FLETCHER BUILDING LIMITED,NZFBUE0001S0,NZFBUE0001S0,FBU,NZ,,FLETCHER BUILDING LTD,Equity,BBG000GWZRJ3,NZ,NZ,1.0,True,NZ,FBU
FLEX LTD COM,SG9999000020,SG9999000020,FXI,GF,,FLEX LTD,Equity,BBG000BPRTX2,SG,DE,1.0,True,DE,FXI
FLIGHT CENTRE TRAVEL GROUP LIMITED,AU000000FLT9,AU000000FLT9,FLT,AT,,FLIGHT CENTRE TRAVEL GROUP L,Equity,BBG000BCSM38,AU,AU,1.0,True,AU,FLT
FLOWERS FOODS INC,US3434981011,US3434981011,FLO,UA,,FLOWERS FOODS INC,Equity,BBG000BB4D72,US,US,1.0,True,US,FLO
FLUIDRA SA,ES0137650018,ES0137650018,FDR,SQ,,FLUIDRA SA,Equity,BBG000TKCRG3,ES,ES,1.0,True,ES,FDR
FLUTTER ENTERTAINM ORD,IE00BWT6H894,IE00BWT6H894,FLTR,XF,,FLUTTER ENTERTAINMENT PLC-DI,Equity,BBG000RVJ563,IE,IE,1.0,True,IE,FLTR
FMC CORP,US3024913036,US3024913036,FMC,UA,,FMC CORP,Equity,BBG000BJP882,US,US,1.0,True,US,FMC
FOOD & LIFE COMPANIES LTD,JP3397150008,JP3397150008,3563,JT,,FOOD & LIFE COMPANIES LTD,Equity,BBG00G2CTFK8,JP,JP,1.0,True,JP,3563
FOOT LOCKER INC,US3448491049,US3448491049,FL,UA,,FOOT LOCKER INC,Equity,BBG000BX8DC4,US,US,1.0,True,US,FL
FORD MOTOR COMPANY,US3453708600,US3453708600,F,UA,,FORD MOTOR CO,Equity,BBG000BQPC32,US,US,1.0,True,US,F
FORESIGHT GROUP HOLDINGS LTD,GG00BMD8MJ76,GG00BMD8MJ76,FSG,LN,,FORESIGHT GROUP HOLDINGS LTD,Equity,BBG00YV5KWJ6,GG,GB,1.0,True,GB,FSG
FORTESCUE METALS GROUP LTD,AU000000FMG4,AU000000FMG4,FMG,AT,,FORTESCUE LTD,Equity,BBG000J47TP2,AU,AU,1.0,True,AU,FMG
FORTINET INC COM,US34959E1091,US34959E1091,FTNT,UA,,FORTINET INC,Equity,BBG000BCMBG4,US,US,1.0,True,US,FTNT
FORTIVE CORP,US34959J1088,US34959J1088,FTV,UA,,FORTIVE CORP,Equity,BBG00BLVZ228,US,US,1.0,True,US,FTV
FORTNOX AB,SE0017161243,SE0017161243,FNOXMGBX,XG,,FORTNOX AB,Equity,BBG01FRBWYJ1,SE,SE,1.0,True,SE,FNOXMGBX
FORTUNA MINING COR COM NPV,CA3499421020,CA3499421020,FVI,CT,,FORTUNA MINING CORP,Equity,BBG000F0X9W1,CA,CA,1.0,True,CA,FVI
FORTUNE BRANDS HOME AND SECURITY,US34964C1062,US34964C1062,FBIN,UA,,FORTUNE BRANDS INNOVATIONS I,Equity,BBG001B4BV87,US,US,1.0,True,US,FBIN
FOSCHINI GP ZAR,ZAE000148466,ZAE000148466,TFG,SJ,,THE FOSCHINI GROUP LTD,Equity,BBG000BFGG73,ZA,ZA,1.0,True,ZA,TFG
FOSSIL GROUP INC,US34988V1061,US34988V1061,FOSL,UA,,FOSSIL GROUP INC,Equity,BBG000C37332,US,US,1.0,True,US,FOSL
FOX CORP,US35137L1052,US35137L1052,FOXA,UA,,FOX CORP - CLASS A,Equity,BBG00JHNJW99,US,US,1.0,True,US,FOXA
FOX CORP COM,US35137L2043,US35137L2043,FOX,UA,,FOX CORP - CLASS B,Equity,BBG00JHNKJY8,US,US,1.0,True,US,FOX
FOXSEMICON INTEGRATED TECHNOLOGY INC,TW0003413001,TW0003413001,3413TWD,X2,,FOXSEMICON INTEGRATED TECH,Equity,BBG00JWRMF50,TW,NL,1.0,True,NL,3413TWD
FRANCO NEVADA CORP,CA3518581051,CA3518581051,FNV,CT,,FRANCO-NEVADA CORP,Equity,BBG000TRN6Z1,CA,CA,1.0,True,CA,FNV
FRANKLIN RESOURCES INC,US3546131018,US3546131018,BEN,UA,,FRANKLIN RESOURCES INC,Equity,BBG000BD0TF8,US,US,1.0,True,US,BEN
FRASERS GROUP PLC,GB00B1QH8P22,GB00B1QH8P22,SPD,XC,,FRASERS GROUP PLC,Equity,BBG000TQJJX2,GB,GB,1.0,True,GB,SPD
FREAKOUT HOLDINGS INC,JP3826550000,JP3826550000,6094,JT,,FREAKOUT HOLDINGS INC,Equity,BBG0047BK881,JP,JP,1.0,True,JP,6094
FREEPORT  MCMORAN INC,US35671D8570,US35671D8570,FCX,UA,,FREEPORT-MCMORAN INC,Equity,BBG000BJDB15,US,US,1.0,True,US,FCX
FREIGHTWAYS GROUP LTD,NZFREE0001S0,NZFREE0001S0,FRW,NZ,,FREIGHTWAYS GROUP LTD,Equity,BBG000PZY7G4,NZ,NZ,1.0,True,NZ,FRW
FRESENIUS MEDICAL CARE AG & CO,DE0005785802,DE0005785802,FME,GF,,FRESENIUS MEDICAL CARE AG,Equity,BBG000DHXQT2,DE,DE,1.0,True,DE,FME
FRESENIUS SE CO KGAA,DE0005785604,DE0005785604,FRE,GF,,FRESENIUS SE & CO KGAA,Equity,BBG000BS3BJ7,DE,DE,1.0,True,DE,FRE
FRESHWORKS ORD SHS CLASS A,US3580541049,US3580541049,FRSH,UA,,FRESHWORKS INC-CL A,Equity,BBG0029KYGL5,US,US,1.0,True,US,FRSH
FRONTDOOR INC,US35905A1097,US35905A1097,FTDR,UA,,FRONTDOOR INC,Equity,BBG00H9MNDZ2,US,US,1.0,True,US,FTDR
FTAC OLYMPUS ACQUISITION CORP,US70451X1046,US70451X1046,PAYO,UA,,PAYONEER GLOBAL INC,Equity,BBG00Z5JLLB3,US,US,1.0,True,US,PAYO
FUFENG GROUP LTD,KYG368441195,KYG368441195,FFO1,GF,,FUFENG GROUP LTD,Equity,BBG000QWJGB2,KY,DE,1.0,True,DE,FFO1
FUJI ELECTRIC CO LTD,JP3820000002,JP3820000002,6504,JT,,FUJI ELECTRIC CO LTD,Equity,BBG000BLTF50,JP,JP,1.0,True,JP,6504
FUJI FILM HOLDINGS CORP,JP3814000000,JP3814000000,4901,JT,,FUJIFILM HOLDINGS CORP,Equity,BBG000BTG7G3,JP,JP,1.0,True,JP,4901
FUJIAN ANJOY FOODS CO LTD,CNE100002YQ7,CNE100002YQ7,603345,CG,,ANJOY FOODS GROUP CO LTD-A,Equity,BBG006PT8P38,CN,CN,1.0,True,CN,603345
FUJIAN FOXIT SOFTWARE DEVELOPMENT JOINT STOCK ORD SHS A,CNE100004348,CNE100004348,688095,CG,,FUJIAN FOXIT SOFTWARE DEVE-A,Equity,BBG00CF6FXS4,CN,CN,1.0,True,CN,688095
FUJIKURA LIMITED,JP3811000003,JP3811000003,5803,JT,,FUJIKURA LTD,Equity,BBG000BB8TW5,JP,JP,1.0,True,JP,5803
FUJITSU JPY,JP3818000006,JP3818000006,6702,JT,,FUJITSU LIMITED,Equity,BBG000BGJWM6,JP,JP,1.0,True,JP,6702
FUKUDA DENSHI CO LTD,JP3806000000,JP3806000000,6960,JT,,FUKUDA DENSHI CO LTD,Equity,BBG000BKNK11,JP,JP,1.0,True,JP,6960
FURUKAWA ELECTRIC NPV,JP3827200001,JP3827200001,5801,JT,,FURUKAWA ELECTRIC CO LTD,Equity,BBG000BB67V6,JP,JP,1.0,True,JP,5801
FUTU HOLDINGS LTD,US36118L1061,US36118L1061,FUTU,UA,,FUTU HOLDINGS LTD-ADR,Equity,BBG00MYXW4R8,US,US,1.0,True,US,FUTU
FUTURE PLC,GB00BYZN9041,GB00BYZN9041,FUTR,LN,,FUTURE PLC,Equity,BBG000BXN2G7,GB,GB,1.0,True,GB,FUTR
G-III APPAREL GROUP LIMITED,US36237H1014,US36237H1014,GIII,UA,,G-III APPAREL GROUP LTD,Equity,BBG000C2YZ60,US,US,1.0,True,US,GIII
GALAXY ENTERTAINMENT GROUP LIMITED,HK0027032686,HK0027032686,27,HK,,GALAXY ENTERTAINMENT GROUP L,Equity,BBG000BG5KL8,HK,HK,1.0,True,HK,27
GALDERMA GROUP N ORD SHS,CH1335392721,CH1335392721,GALD,SE,,GALDERMA GROUP AG,Equity,BBG01LYFLBM9,CH,CH,1.0,True,CH,GALD
GALP ENERGIA SGPS SA-B SHRS,PTGAL0AM0009,PTGAL0AM0009,GALP,PL,,GALP ENERGIA SGPS SA,Equity,BBG000F7KW95,PT,PT,1.0,True,PT,GALP
GAMEVIL INC,KR7063080006,KR7063080006,063080,KQ,,COM2US HOLDINGS CORP,Equity,BBG000N017M2,KR,KR,1.0,True,KR,063080
GAP INC COM STK USD0.05,US3647601083,US3647601083,GAP,UA,,GAP INC/THE,Equity,BBG000BKLH74,US,US,1.0,True,US,GAP
GARMIN ORD,CH0114405324,CH0114405324,GRMN,BW,,GARMIN LTD,Equity,BBG006TLQ3B1,CH,CH,1.0,True,CH,GRMN
GARTNER INC CL-A,US3666511072,US3666511072,IT,UA,,GARTNER INC,Equity,BBG000BB65D0,US,US,1.0,True,US,IT
GE AEROSPACE,US3696043013,US3696043013,GE,UA,,GENERAL ELECTRIC,Equity,BBG000BK6MB5,US,US,1.0,True,US,GE
GE HEALTHCARE HOLDING LLC,US36266G1076,US36266G1076,GEHC,UA,,GE HEALTHCARE TECHNOLOGY,Equity,BBG01BFR8YV1,US,US,1.0,True,US,GEHC
GE VERNOVA ORS SHS,US36828A1016,US36828A1016,GEV,UA,,GE VERNOVA INC,Equity,BBG013G17W31,US,US,1.0,True,US,GEV
GEA GROUP AG,DE0006602006,DE0006602006,G1A,GF,,GEA GROUP AG,Equity,BBG000BSV6W2,DE,DE,1.0,True,DE,G1A
GEBERIT AG-REG,CH0030170408,CH0030170408,GEBN,BW,,GEBERIT AG-REG,Equity,BBG000FHLJD6,CH,CH,1.0,True,CH,GEBN
GEELY AUTOMOBILE HOLDINGS LIMITED,KYG3777B1032,KYG3777B1032,GRU,GF,,GEELY AUTOMOBILE HOLDINGS LT,Equity,BBG000BP6L53,KY,DE,1.0,True,DE,GRU
GENERAC HOLDINGS INC,US3687361044,US3687361044,GNRC,UA,,GENERAC HOLDINGS INC,Equity,BBG000PQ4W72,US,US,1.0,True,US,GNRC
GENERAL DYNAMICS CORP,US3695501086,US3695501086,GD,UA,,GENERAL DYNAMICS CORP,Equity,BBG000BK67C7,US,US,1.0,True,US,GD
GENERAL INTERFACE SOLUTION HOLDING LTD,KYG3808R1011,KYG3808R1011,6456TWD,X2,,GENERAL INTERFACE SOLUTION,Equity,BBG00K56V3F9,KY,NL,1.0,True,NL,6456TWD
GENERAL MILLS INC,US3703341046,US3703341046,GIS,UA,,GENERAL MILLS INC,Equity,BBG000BKCFC2,US,US,1.0,True,US,GIS
GENERAL MOTORS CO,US37045V1008,US37045V1008,GM,UA,,GENERAL MOTORS CO,Equity,BBG000NDYB67,US,US,1.0,True,US,GM
GENERALI,IT0000062072,IT0000062072,G,IM,,GENERALI,Equity,BBG000BC1TX9,IT,IT,1.0,True,IT,G
GENESCO INC,US3715321028,US3715321028,GCO,UA,,GENESCO INC,Equity,BBG000BK5S78,US,US,1.0,True,US,GCO
GENESIS MINERALS LTD,AU000000GMD9,AU000000GMD9,GMD,AT,,GENESIS MINERALS LTD,Equity,BBG000J9HXY1,AU,AU,1.0,True,AU,GMD
GENMAB AS,DK0010272202,DK0010272202,GMAB,DC,,GENMAB A/S,Equity,BBG000BKPC35,DK,DK,1.0,True,DK,GMAB
GENTERA SAB DE CV,MX01GE0E0004,MX01GE0E0004,GENTERA*,MF,,GENTERA SAB DE CV,Equity,BBG00194M1T1,MX,MX,1.0,True,MX,GENTERA*
GENTING SINGAPORE LTD,SGXE21576413,SGXE21576413,GENS,SP,,GENTING SINGAPORE LTD,Equity,BBG000BDK4F1,SG,SG,1.0,True,SG,GENS
GENTRACK GROUP LIMITED ORDINARY FULLY PAID,NZGTKE0002S9,NZGTKE0002S9,GTK,NZ,,GENTRACK GROUP LTD,Equity,BBG005QKHNY9,NZ,NZ,1.0,True,NZ,GTK
GENUINE PARTS CO USD,US3724601055,US3724601055,GPC,UA,,GENUINE PARTS CO,Equity,BBG000BKL348,US,US,1.0,True,US,GPC
GENUIT GROUP PLC,GB00BKRC5K31,GB00BKRC5K31,GEN,LN,,GENUIT GROUP PLC,Equity,BBG00662XL84,GB,GB,1.0,True,GB,GEN
GENUS PLC,GB0002074580,GB0002074580,GNS,LN,,GENUS PLC,Equity,BBG000CTMKK1,GB,GB,1.0,True,GB,GNS
GENUSPLUS GROUP LTD ORDINARY FULLY PAID,AU0000117160,AU0000117160,GNP,AT,,GENUSPLUS GROUP LTD,Equity,BBG00Y6V4Q71,AU,AU,1.0,True,AU,GNP
GENWORTH FINANCIAL-A,US37247D1063,US37247D1063,GNW,UA,,GENWORTH FINANCIAL INC,Equity,BBG000J5Q6L2,US,US,1.0,True,US,GNW
GEORGE WESTON LTD,CA9611485090,CA9611485090,WN,CT,,WESTON (GEORGE) LTD,Equity,BBG000BD1VR9,CA,CA,1.0,True,CA,WN
GERON CORP,US3741631036,US3741631036,GERN,UA,,GERON CORP,Equity,BBG000GX1891,US,US,1.0,True,US,GERN
GETINGE AB-B,SE0000202624,SE0000202624,GETIB,SS,,GETINGE AB-B SHS,Equity,BBG000LCKBR3,SE,SE,1.0,True,SE,GETIB
GFL ENVIRONMENTAL INC,CA36168Q1046,CA36168Q1046,GFL,CT,,GFL ENVIRONMENTAL INC-SUB VT,Equity,BBG003FD9W71,CA,CA,1.0,True,CA,GFL
GILDAN ACTIVEWEAR INC,CA3759161035,CA3759161035,GIL,CT,,GILDAN ACTIVEWEAR INC,Equity,BBG000BQ5ZN1,CA,CA,1.0,True,CA,GIL
GILEAD SCIENCES INC,US3755581036,US3755581036,GILD,UA,,GILEAD SCIENCES INC,Equity,BBG000CKGBP2,US,US,1.0,True,US,GILD
GIVAUDAN - REG,CH0010645932,CH0010645932,GIVN,BW,,GIVAUDAN-REG,Equity,BBG000DB0Q75,CH,CH,1.0,True,CH,GIVN
GJENSIDIGE FORSIKR NOK,NO0010582521,NO0010582521,GJF,NO,,GJENSIDIGE FORSIKRING ASA,Equity,BBG000G6J4S9,NO,NO,1.0,True,NO,GJF
