Effective Date,Option,Asset Class,Internal/External,Name/kind of investment item,Units,Value (AUD),Weighting,% Ownership / Property Held,Currency,Security Identifier
31/12/2024,Balanced Growth,Listed Equity,,CNGR Advanced Material Co Ltd,2839.369792,22693.18143,0.00000033,,,CNE1000049X9
31/12/2024,Balanced Growth,Listed Equity,,CNH Industrial NV,106394.6425,1930859.675,0.00002786,,,NL0010545661
31/12/2024,Balanced Growth,Listed Equity,,CNPC Capital Co Ltd,42513.32382,64814.17962,0.00000094,,,CNE000000MS3
31/12/2024,Balanced Growth,Listed Equity,,Coca-Cola Co/The,702735.6838,70665143.62,0.00101964,,,US1912161007
31/12/2024,Balanced Growth,Listed Equity,,Coca-Cola Europacific Partners PLC,17368.12808,2154640.902,0.00003109,,,GB00BDCPN049
31/12/2024,Balanced Growth,Listed Equity,,Coca-Cola Femsa SAB de CV,31211.93298,392736.1996,0.00000567,,,MX01KO000002
31/12/2024,Balanced Growth,Listed Equity,,Coca-Cola Femsa SAB de CV,36552.03018,4598300.297,0.00006635,,,US1912411089
31/12/2024,Balanced Growth,Listed Equity,,Coca-Cola HBC AG,25633.39117,1416556.082,0.00002044,,,CH0198251305
31/12/2024,Balanced Growth,Listed Equity,,Coca-Cola Icecek AS,43527.7909,119190.436,0.00000172,,,TRECOLA00011
31/12/2024,Balanced Growth,Listed Equity,,Cochlear Ltd,500570.6578,145105422.3,0.00209376,,,AU000000COH5
31/12/2024,Balanced Growth,Listed Equity,,Codan Ltd,385235.3609,6202289.311,0.00008949,,,AU000000CDA3
31/12/2024,Balanced Growth,Listed Equity,,Cognizant Technology Solutions Corp,65913.93002,8186677.239,0.00011813,,,US1924461023
31/12/2024,Balanced Growth,Listed Equity,,Coinbase Global Inc,18844.80075,7557399.712,0.00010905,,,US19260Q1076
31/12/2024,Balanced Growth,Listed Equity,,Coles Group Ltd,8512977.602,160810146.9,0.00232037,,,AU0000030678
31/12/2024,Balanced Growth,Listed Equity,,Colgate-Palmolive Co,175161.0739,25718958.63,0.0003711,,,US1941621039
31/12/2024,Balanced Growth,Listed Equity,,Colgate-Palmolive India Ltd,8596.145304,434714.7009,0.00000627,,,INE259A01022
31/12/2024,Balanced Growth,Listed Equity,,Collins Foods Ltd,1173053.614,8516369.239,0.00012288,,,AU000000CKF7
31/12/2024,Balanced Growth,Listed Equity,,Coloplast A/S,97706.01209,17227780.19,0.00024858,,,DK0060448595
31/12/2024,Balanced Growth,Listed Equity,,Comcast Corp,580956.0455,35214859.69,0.00050812,,,US20030N1019
31/12/2024,Balanced Growth,Listed Equity,,Comfort Systems USA Inc,4735.251539,3243205.631,0.0000468,,,US1999081045
31/12/2024,Balanced Growth,Listed Equity,,Commercial Bank PSQC/The,192413.8404,371286.2281,0.00000536,,,QA0007227752
31/12/2024,Balanced Growth,Listed Equity,,Commercial International Bank - Egypt (CIB),125956.6159,314177.0979,0.00000453,,,EGS60121C018
31/12/2024,Balanced Growth,Listed Equity,,Commercial International Bank - Egypt (CIB),1478584.492,3539145.952,0.00005107,,,US2017122050
31/12/2024,Balanced Growth,Listed Equity,,Commerzbank AG,80744.72659,2123532.134,0.00003064,,,DE000CBK1001
31/12/2024,Balanced Growth,Listed Equity,,Commonwealth Bank of Australia,9016441.637,1381769681,0.01993788,,,AU000000CBA7
31/12/2024,Balanced Growth,Listed Equity,,Compal Electronics Inc,3512690.989,6515389.157,0.00009401,,,TW0002324001
31/12/2024,Balanced Growth,Listed Equity,,Compass Group PLC,918622.3556,49464323.56,0.00071373,,,GB00BD6K4575
31/12/2024,Balanced Growth,Listed Equity,,Computershare Ltd,2473986.077,83991827.31,0.00121194,,,AU000000CPU5
31/12/2024,Balanced Growth,Listed Equity,,Conagra Brands Inc,36115.85889,1618695.122,0.00002336,,,US2058871029
31/12/2024,Balanced Growth,Listed Equity,,Concordia Financial Group Ltd,207752.3029,1859841.053,0.00002684,,,JP3305990008
31/12/2024,Balanced Growth,Listed Equity,,ConocoPhillips,138366.2167,22162283.31,0.00031978,,,US20825C1045
31/12/2024,Balanced Growth,Listed Equity,,Consolidated Edison Inc,66762.25378,9621571.359,0.00013883,,,US2091151041
31/12/2024,Balanced Growth,Listed Equity,,Constellation Brands Inc,21215.81651,7572794.073,0.00010927,,,US21036P1084
31/12/2024,Balanced Growth,Listed Equity,,Constellation Energy Corp,27668.5231,9997133.655,0.00014425,,,US21037T1097
31/12/2024,Balanced Growth,Listed Equity,,Constellation Software Inc/Canada,5967.919182,29790000.75,0.00042985,,,CA21037X1006
31/12/2024,Balanced Growth,Listed Equity,,Container Corp Of India Ltd,16294.06455,242223.4098,0.0000035,,,INE111A01025
31/12/2024,Balanced Growth,Listed Equity,,Contemporary Amperex Technology Co Ltd,587129.1985,34557400.69,0.00049864,,,CNE100003662
31/12/2024,Balanced Growth,Listed Equity,,Continental AG,6531.465909,708065.9394,0.00001022,,,DE0005439004
31/12/2024,Balanced Growth,Listed Equity,,Cooper Cos Inc/The,23205.88052,3445556.968,0.00004972,,,US2166485019
31/12/2024,Balanced Growth,Listed Equity,,Copart Inc,126044.8336,11683296.45,0.00016858,,,US2172041061
31/12/2024,Balanced Growth,Listed Equity,,Corebridge Financial Inc,95262.6376,4605040.363,0.00006645,,,US21871X1090
31/12/2024,Balanced Growth,Listed Equity,,Corning Inc,60642.90635,4654366.32,0.00006716,,,US2193501051
31/12/2024,Balanced Growth,Listed Equity,,Coronado Global Resources Inc,4014147.5,3070822.849,0.00004431,,,AU0000026122
31/12/2024,Balanced Growth,Listed Equity,,Corpay Inc,7760.500184,4241796.776,0.00006121,,,US2199481068
31/12/2024,Balanced Growth,Listed Equity,,Corteva Inc,81101.14806,7461069.848,0.00010766,,,US22052L1044
31/12/2024,Balanced Growth,Listed Equity,,Cosan SA,1151044.311,2455550.287,0.00003543,,,BRCSANACNOR6
31/12/2024,Balanced Growth,Listed Equity,,COSCO SHIPPING Energy Transportation Co Ltd,21459.88048,55082.1726,0.00000079,,,CNE000001BD6
31/12/2024,Balanced Growth,Listed Equity,,COSCO SHIPPING Energy Transportation Co Ltd,76410.18048,98818.70148,0.00000143,,,CNE1000002S8
31/12/2024,Balanced Growth,Listed Equity,,COSCO SHIPPING Holdings Co Ltd,189195.6712,503522.2961,0.00000727,,,CNE1000002J7
31/12/2024,Balanced Growth,Listed Equity,,COSCO SHIPPING Holdings Co Ltd,45390.8987,155677.6384,0.00000225,,,CNE100000601
31/12/2024,Balanced Growth,Listed Equity,,CoStar Group Inc,48588.79533,5618140.771,0.00008107,,,US22160N1090
31/12/2024,Balanced Growth,Listed Equity,,Costco Wholesale Corp,75967.13853,112422530.9,0.00162217,,,US22160K1051
31/12/2024,Balanced Growth,Listed Equity,,Country Garden Holdings Co Ltd,432733.6126,43637.50454,0.00000063,,,KYG245241032
31/12/2024,Balanced Growth,Listed Equity,,Country Garden Services Holdings Co Ltd,7754973.29,8900551.686,0.00012843,,,KYG2453A1085
31/12/2024,Balanced Growth,Listed Equity,,Coupang Inc,617223.8611,21911621.53,0.00031617,,,US22266T1097
31/12/2024,Balanced Growth,Listed Equity,,Covestro AG,9293.738596,901513.9668,0.00001301,,,DE000A40KY26
31/12/2024,Balanced Growth,Listed Equity,,Coway Co Ltd,57026.29678,4185556.534,0.00006039,,,KR7021240007
31/12/2024,Balanced Growth,Listed Equity,,CP ALL PCL,1833.273114,4841.56041,0.00000007,,,TH0737010Y16
31/12/2024,Balanced Growth,Listed Equity,,CP ALL PCL,337342.8181,890901.3779,0.00001286,,,TH0737010R15
31/12/2024,Balanced Growth,Listed Equity,,CP AXTRA PCL,123937.3127,159985.9614,0.00000231,,,THC450010R16
31/12/2024,Balanced Growth,Listed Equity,,CPFL Energia SA,13695.30554,113106.6086,0.00000163,,,BRCPFEACNOR0
31/12/2024,Balanced Growth,Listed Equity,,Credicorp Ltd,16374.97846,4848358.312,0.00006996,,,BMG2519Y1084
31/12/2024,Balanced Growth,Listed Equity,,Credit Agricole SA,127219.4454,2827694.539,0.0000408,,,FR0000045072
31/12/2024,Balanced Growth,Listed Equity,,Credit Corp Group Ltd,362310.2381,5793340.708,0.00008359,,,AU000000CCP3
31/12/2024,Balanced Growth,Listed Equity,,CRH PLC,48451.36136,7240119.445,0.00010447,,,IE0001827041
31/12/2024,Balanced Growth,Listed Equity,,Criteo SA,136411.4862,8715882.089,0.00012576,,,US2267181046
31/12/2024,Balanced Growth,Listed Equity,,Croda International PLC,179012.9495,12257167.88,0.00017686,,,GB00BJFFLV09
31/12/2024,Balanced Growth,Listed Equity,,Crowdstrike Holdings Inc,25423.83136,14049936.43,0.00020273,,,US22788C1053
31/12/2024,Balanced Growth,Listed Equity,,Crown Holdings Inc,8972.363933,1198295.683,0.00001729,,,US2283681060
31/12/2024,Balanced Growth,Listed Equity,,CRRC Corp Ltd,260119.7633,270962.1404,0.00000391,,,CNE100000BG0
31/12/2024,Balanced Growth,Listed Equity,,CRRC Corp Ltd,86733.68359,160826.4815,0.00000232,,,CNE100000CP9
31/12/2024,Balanced Growth,Listed Equity,,CSC Financial Co Ltd,15444.61095,87999.45075,0.00000127,,,CNE1000031T5
31/12/2024,Balanced Growth,Listed Equity,,CSL Ltd,3312264.717,932667498.9,0.01345768,,,AU000000CSL8
31/12/2024,Balanced Growth,Listed Equity,,CSPC Pharmaceutical Group Ltd,467599.6204,464728.7981,0.00000671,,,HK1093012172
31/12/2024,Balanced Growth,Listed Equity,,CSX Corp,162436.5192,8466165.665,0.00012216,,,US1264081035
31/12/2024,Balanced Growth,Listed Equity,,CTBC Financial Holding Co Ltd,909757.4664,1752418.459,0.00002529,,,TW0002891009
31/12/2024,Balanced Growth,Listed Equity,,CTS Eventim AG & Co KGaA,8976.510248,1225794.69,0.00001769,,,DE0005470306
31/12/2024,Balanced Growth,Listed Equity,,Cummins Inc,34506.58645,19428242,0.00028033,,,US2310211063
31/12/2024,Balanced Growth,Listed Equity,,Cummins India Ltd,8440.073446,521297.1655,0.00000752,,,INE298A01020
31/12/2024,Balanced Growth,Listed Equity,,CVC Capital Partners PLC,1828.337467,65009.02221,0.00000094,,,JE00BRX98089
31/12/2024,Balanced Growth,Listed Equity,,CVS Health Corp,183185.8151,13281452.38,0.00019164,,,US1266501006
31/12/2024,Balanced Growth,Listed Equity,,CyberArk Software Ltd,12026.97846,6471433.212,0.00009338,,,IL0011334468
31/12/2024,Balanced Growth,Listed Equity,,Dabur India Ltd,30725.0213,293873.6273,0.00000424,,,INE016A01026
31/12/2024,Balanced Growth,Listed Equity,,Daifuku Co Ltd,11822.57936,400948.0865,0.00000579,,,JP3497400006
31/12/2024,Balanced Growth,Listed Equity,,Dai-ichi Life Holdings Inc,92448.82895,4023618.512,0.00005806,,,JP3476480003
31/12/2024,Balanced Growth,Listed Equity,,Daiichi Sankyo Co Ltd,190415.3281,8516335.48,0.00012288,,,JP3475350009
31/12/2024,Balanced Growth,Listed Equity,,Daikin Industries Ltd,25649.94458,4918809.908,0.00007097,,,JP3481800005
31/12/2024,Balanced Growth,Listed Equity,,Daimler Truck Holding AG,631191.2105,38900255.07,0.0005613,,,DE000DTR0CK8
31/12/2024,Balanced Growth,Listed Equity,,Dai Nippon Printing Co Ltd,20574.90977,469304.8659,0.00000677,,,JP3493800001
31/12/2024,Balanced Growth,Listed Equity,,Daito Trust Construction Co Ltd,10193.30299,1841078.212,0.00002657,,,JP3486800000
31/12/2024,Balanced Growth,Listed Equity,,Daiwa House Industry Co Ltd,55479.68714,2769832.344,0.00003997,,,JP3505000004
31/12/2024,Balanced Growth,Listed Equity,,Daiwa Securities Group Inc,143816.5505,1548931.164,0.00002235,,,JP3502200003
31/12/2024,Balanced Growth,Listed Equity,,Danaher Corp,73781.33877,27354447.74,0.0003947,,,US2358511028
31/12/2024,Balanced Growth,Listed Equity,,Danone SA,28064.94663,3056557.897,0.0000441,,,FR0000120644
31/12/2024,Balanced Growth,Listed Equity,,Danske Bank A/S,111249.5009,5082344.439,0.00007333,,,DK0010274414
31/12/2024,Balanced Growth,Listed Equity,,Daqin Railway Co Ltd,52999.40178,79510.85684,0.00000115,,,CNE000001NG4
31/12/2024,Balanced Growth,Listed Equity,,Darden Restaurants Inc,10753.16223,3242361.068,0.00004678,,,US2371941053
31/12/2024,Balanced Growth,Listed Equity,,DaShenLin Pharmaceutical Group Co Ltd,1296891.361,4321697.079,0.00006236,,,CNE100002RG2
31/12/2024,Balanced Growth,Listed Equity,,Dassault Systemes SE,46092.86528,2582453.603,0.00003726,,,FR0014003TT8
31/12/2024,Balanced Growth,Listed Equity,,Data#3 Ltd,634176.146,4052385.573,0.00005847,,,AU000000DTL4
31/12/2024,Balanced Growth,Listed Equity,,Datadog Inc,92863.74059,21431478.46,0.00030924,,,US23804L1035
31/12/2024,Balanced Growth,Listed Equity,,Davide Campari-Milano NV,34858.26041,350842.2719,0.00000506,,,NL0015435975
31/12/2024,Balanced Growth,Listed Equity,,DaVita Inc,6952.381678,1679283.986,0.00002423,,,US23918K1088
31/12/2024,Balanced Growth,Listed Equity,,Dayforce Inc,23411.88814,2746732.714,0.00003963,,,US15677J1088
31/12/2024,Balanced Growth,Listed Equity,,DB Insurance Co Ltd,2734.509012,308407.12,0.00000445,,,KR7005830005
31/12/2024,Balanced Growth,Listed Equity,,DBS Group Holdings Ltd,773645.7511,40044980.13,0.00057782,,,SG1L01001701
31/12/2024,Balanced Growth,Listed Equity,,DCC PLC,8507.377388,884516.2804,0.00001276,,,IE0002424939
31/12/2024,Balanced Growth,Listed Equity,,Deckers Outdoor Corp,115710.3988,37954655.4,0.00054766,,,US2435371073
31/12/2024,Balanced Growth,Listed Equity,,Deep Yellow Ltd,5033631.226,5662835.134,0.00008171,,,AU000000DYL4
31/12/2024,Balanced Growth,Listed Equity,,Deere & Co,35062.74729,23994324.52,0.00034622,,,US2441991054
31/12/2024,Balanced Growth,Listed Equity,,De Grey Mining Ltd,2010441.762,3548429.71,0.0000512,,,AU000000DEG6
31/12/2024,Balanced Growth,Listed Equity,,Delivery Hero SE,11867.78807,538286.4922,0.00000777,,,DE000A2E4K43
31/12/2024,Balanced Growth,Listed Equity,,Dell Technologies Inc,32778.42632,6100921.986,0.00008803,,,US24703L2025
31/12/2024,Balanced Growth,Listed Equity,,Delta Air Lines Inc,514720.0428,50295667.59,0.00072573,,,US2473617023
31/12/2024,Balanced Growth,Listed Equity,,Delta Electronics Inc,797593.4016,16915706.52,0.00024408,,,TW0002308004
31/12/2024,Balanced Growth,Listed Equity,,Delta Electronics Thailand PCL,173629.942,1254318.284,0.0000181,,,TH0528010R18
31/12/2024,Balanced Growth,Listed Equity,,Delta Electronics Thailand PCL,459.846006,3321.968659,0.00000005,,,TH0528A10Z14
31/12/2024,Balanced Growth,Listed Equity,,Demant A/S,118226.0688,7005208.353,0.00010108,,,DK0060738599
31/12/2024,Balanced Growth,Listed Equity,,Denso Corp,161065.4642,3665557.89,0.00005289,,,JP3551500006
31/12/2024,Balanced Growth,Listed Equity,,Dentsu Group Inc,16368.18954,641232.4732,0.00000925,,,JP3551520004
31/12/2024,Balanced Growth,Listed Equity,,Descartes Systems Group Inc/The,21402.66513,3927394.411,0.00005667,,,CA2499061083
31/12/2024,Balanced Growth,Listed Equity,,Deterra Royalties Ltd,2843933.094,10579431.11,0.00015265,,,AU0000107484
31/12/2024,Balanced Growth,Listed Equity,,Deutsche Bank AG,379260.6409,10554680.96,0.0001523,,,DE0005140008
31/12/2024,Balanced Growth,Listed Equity,,Deutsche Boerse AG,17368.0804,6460120.482,0.00009321,,,DE0005810055
31/12/2024,Balanced Growth,Listed Equity,,Deutsche Lufthansa AG,21693.73641,224076.165,0.00000323,,,DE0008232125
31/12/2024,Balanced Growth,Listed Equity,,Deutsche Post AG,64516.10146,3666447.789,0.0000529,,,DE0005552004
31/12/2024,Balanced Growth,Listed Equity,,Deutsche Telekom AG,264292.7278,12769878.62,0.00018426,,,DE0005557508
31/12/2024,Balanced Growth,Listed Equity,,Develop Global Ltd,2059.125869,4818.354533,0.00000007,,,AU0000179707
31/12/2024,Balanced Growth,Listed Equity,,Devon Energy Corp,118893.5174,6285043.736,0.00009069,,,US25179M1036
31/12/2024,Balanced Growth,Listed Equity,,Dexcom Inc,166499.7191,20913644.76,0.00030177,,,US2521311074
31/12/2024,Balanced Growth,Listed Equity,,Diageo PLC,389491.8092,19991776.75,0.00028847,,,GB0002374006
31/12/2024,Balanced Growth,Listed Equity,,DiaSorin SpA,1622.683868,270192.2094,0.0000039,,,IT0003492391
31/12/2024,Balanced Growth,Listed Equity,,Dicker Data Ltd,508.266982,4279.60799,0.00000006,,,AU000000DDR5
31/12/2024,Balanced Growth,Listed Equity,,Dick's Sporting Goods Inc,17770.80389,6568151.117,0.00009477,,,US2533931026
31/12/2024,Balanced Growth,Listed Equity,,DiDi Global Inc,2667666.128,19690275.71,0.00028412,,,US23292E1082
31/12/2024,Balanced Growth,Listed Equity,,D'ieteren Group,1600.125952,430055.0572,0.00000621,,,BE0974259880
31/12/2024,Balanced Growth,Listed Equity,,Dino Polska SA,2895.458116,441316.2642,0.00000637,,,PLDINPL00011
31/12/2024,Balanced Growth,Listed Equity,,Disco Corp,5135.510186,2255165.693,0.00003254,,,JP3548600000
31/12/2024,Balanced Growth,Listed Equity,,Discover Financial Services,55717.78698,15589101.57,0.00022494,,,US2547091080
31/12/2024,Balanced Growth,Listed Equity,,Discovery Ltd,32002.85964,533510.4631,0.0000077,,,ZAE000022331
31/12/2024,Balanced Growth,Listed Equity,,Divi's Laboratories Ltd,7116.816437,818824.113,0.00001182,,,INE361B01024
31/12/2024,Balanced Growth,Listed Equity,,Dixon Technologies India Ltd,1899.687147,642799.3183,0.00000928,,,INE935N01020
31/12/2024,Balanced Growth,Listed Equity,,DLF Ltd,45467.26905,707555.7089,0.00001021,,,INE271C01023
31/12/2024,Balanced Growth,Listed Equity,,DNB Bank ASA,87595.71467,2826469.876,0.00004078,,,NO0010161896
31/12/2024,Balanced Growth,Listed Equity,,DocuSign Inc,94910.49774,13787047.03,0.00019894,,,US2561631068
31/12/2024,Balanced Growth,Listed Equity,,Dollarama Inc,72410.82007,11407325.45,0.0001646,,,CA25675T1075
31/12/2024,Balanced Growth,Listed Equity,,Dollar General Corp,21154.85141,2590585.218,0.00003738,,,US2566771059
31/12/2024,Balanced Growth,Listed Equity,,Dollar Tree Inc,19573.67093,2369136.561,0.00003418,,,US2567461080
31/12/2024,Balanced Growth,Listed Equity,,Domain Holdings Australia Ltd,1345088.882,3403074.871,0.0000491,,,AU000000DHG9
31/12/2024,Balanced Growth,Listed Equity,,Dominion Energy Inc,60329.84759,5248107.233,0.00007573,,,US25746U1097
31/12/2024,Balanced Growth,Listed Equity,,Domino's Pizza Enterprises Ltd,399327.2363,11756193.84,0.00016963,,,AU000000DMP0
31/12/2024,Balanced Growth,Listed Equity,,Domino's Pizza Inc,3705.10615,2511920.148,0.00003625,,,US25754A2015
31/12/2024,Balanced Growth,Listed Equity,,Dongfang Electric Corp Ltd,6828.143788,24007.7942,0.00000035,,,CNE000000J28
31/12/2024,Balanced Growth,Listed Equity,,Dongxing Securities Co Ltd,9429.341421,22971.7697,0.00000033,,,CNE100002177
31/12/2024,Balanced Growth,Listed Equity,,DoorDash Inc,59005.419,15986689.88,0.00023068,,,US25809K1051
31/12/2024,Balanced Growth,Listed Equity,,Doosan Bobcat Inc,2978.37129,136913.0295,0.00000198,,,KR7241560002
31/12/2024,Balanced Growth,Listed Equity,,Doosan Enerbility Co Ltd,26055.21138,501676.3672,0.00000724,,,KR7034020008
31/12/2024,Balanced Growth,Listed Equity,,Dover Corp,13292.65407,4027621.582,0.00005812,,,US2600031080
31/12/2024,Balanced Growth,Listed Equity,,Dow Inc,52040.51553,3372988.59,0.00004867,,,US2605571031
31/12/2024,Balanced Growth,Listed Equity,,Downer EDI Ltd,4805799.322,25230446.44,0.00036406,,,AU000000DOW2
31/12/2024,Balanced Growth,Listed Equity,,DraftKings Inc,37312.97382,2241851.935,0.00003235,,,US26142V1052
31/12/2024,Balanced Growth,Listed Equity,,DR Horton Inc,42411.26577,9577555.003,0.0001382,,,US23331A1097
31/12/2024,Balanced Growth,Listed Equity,,Dr Ing hc F Porsche AG,8256.640036,806712.7454,0.00001164,,,DE000PAG9113
31/12/2024,Balanced Growth,Listed Equity,,Dropbox Inc,166510.2889,8078767.795,0.00011657,,,US26210C1045
31/12/2024,Balanced Growth,Listed Equity,,Dr Reddy's Laboratories Ltd,34995.66841,916686.0944,0.00001323,,,INE089A01031
31/12/2024,Balanced Growth,Listed Equity,,DSM-Firmenich AG,35082.27185,5733570.83,0.00008273,,,CH1216478797
31/12/2024,Balanced Growth,Listed Equity,,DSV A/S,15203.18451,5213351.966,0.00007522,,,DK0060079531
31/12/2024,Balanced Growth,Listed Equity,,DTE Energy Co,14494.33305,2826763.653,0.00004079,,,US2333311072
31/12/2024,Balanced Growth,Listed Equity,,Dubai Islamic Bank PJSC,172118.8088,536601.198,0.00000774,,,AED000201015
31/12/2024,Balanced Growth,Listed Equity,,Duke Energy Corp,53301.39065,9275122.069,0.00013383,,,US26441C2044
31/12/2024,Balanced Growth,Listed Equity,,Dukhan Bank,108866.624,178440.1092,0.00000257,,,QA000B982PM1
31/12/2024,Balanced Growth,Listed Equity,,DuPont de Nemours Inc,77951.13467,9599893.428,0.00013852,,,US26614N1028
31/12/2024,Balanced Growth,Listed Equity,,Dynatrace Inc,29204.10264,2563583.91,0.00003699,,,US2681501092
31/12/2024,Balanced Growth,Listed Equity,,Eagers Automotive Ltd,696776.4623,8249833.313,0.00011904,,,AU000000APE3
31/12/2024,Balanced Growth,Listed Equity,,East Japan Railway Co,58088.75299,1668536.974,0.00002408,,,JP3783600004
31/12/2024,Balanced Growth,Listed Equity,,Eastman Chemical Co,9465.841222,1396140.868,0.00002015,,,US2774321002
